Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Gesamtbestand,Gesamtwert,Preiseinheit,WE-Bearbeitungszeit,Planlieferzeit Mat-Stamm,anomaly
0,0,0,20,4212,1,1,2,0
0,0,0,30,3675,1,1,42,0
0,0,0,140,2344,1,1,42,0
0,0,0,3460,1682944,1,1,14,0
0,0,0,870,273106,1,1,7,1
0,0,0,1570,73481,1,1,210,0
0,0,0,180,66037,1,1,14,0
0,0,0,20,102015,1,1,42,0
0,0,0,2640,47916,1,1,14,0
0,0,0,280,13412,1,1,5,1
0,0,0,10,31481,1,1,168,0
0,0,0,40,237927,1,1,49,0
0,0,0,2610,106776,1,1,35,0
0,0,0,10,395587,1,1,56,0
0,0,0,430,243616,1,1,3,0
0,0,0,400,3843,1,1,49,0
0,0,0,400,3843,1,1,49,0
0,0,0,860,168891,1,1,2,0
0,0,0,30,2129,1,1,90,0
0,0,0,320,1568,1,1,35,0
0,0,0,1630,46971,1,1,98,0
0,0,0,1630,46971,1,1,98,0
0,0,0,20,118,1,1,42,0
0,0,0,1540,92265,1,1,21,0
0,0,0,1410,15804,1,1,70,0
0,0,0,1410,15804,1,1,70,0
0,0,0,720,177804,1,1,112,0
0,0,0,720,177804,1,1,112,0
0,0,0,30,1962,1,1,140,0
0,0,0,500,90757,1,1,210,0
0,0,0,600,17932,1,1,70,0
0,0,0,1970,51045,1,1,77,0
0,0,0,100,294,1,1,4,0
0,0,0,90,13281,1,1,3,0
0,0,0,150,16062,1,1,49,0
0,0,0,150,5595,1,1,49,0
0,0,0,150,61542,1,1,49,0
0,0,0,150,15538,1,1,49,0
0,0,0,120,3217,1,1,84,0
0,0,0,70,4294,1,1,49,0
0,0,0,70,4294,1,1,49,0
0,0,0,560,18572,1,1,105,0
0,0,0,10,15433,1,1,35,0
0,0,0,1470,35169,1,1,98,0
0,0,0,1820,375084,1,1,49,0
0,0,0,60,3141,1,1,28,0
0,0,0,20,13736,1,1,999,0
0,0,0,40,936,1,1,42,0
0,0,0,300,52312,1,1,42,0
0,0,0,110,5361,1,1,28,0
0,0,0,20,65208,1,1,14,0
0,0,0,20,54901,1,1,14,0
0,0,0,30,43394,1,1,42,0
0,0,0,80,11694,1,1,42,0
0,0,0,10,1293,1,1,154,0
0,0,0,300,12695,1,1,3,0
0,0,0,560,33577,1,1,210,0
0,0,0,300,124227,1,1,3,0
0,0,0,120,20704,1,1,2,0
0,0,0,90,3172,1,1,3,0
0,0,0,60,2928,1,1,3,0
0,0,0,60,2928,1,1,3,0
0,0,0,100,7002,1,1,42,0
0,0,0,100,7002,1,1,42,0
0,0,0,100,5817,1,1,49,0
0,0,0,100,5817,1,1,49,0
0,0,0,200,12857,1,1,84,0
0,0,0,200,12857,1,1,84,0
0,0,0,20,2743,1,1,3,0
0,0,0,2000,125665,1,1,42,0
0,0,0,40,26839,1,1,21,0
0,0,0,90,4856,1,1,98,0
0,0,0,90,4077,1,1,3,0
0,0,0,100,56327,1,1,84,0
0,0,0,50,1773,1,1,65,0
0,0,0,200,8903,1,1,56,0
0,0,0,620,11284,1,1,3,1
0,0,0,110,79199,1,1,68,0
0,0,0,10,15151,1,1,2,0
0,0,0,80,524,1,1,35,0
0,0,0,830,11792,1,1,180,0
0,0,0,50,227,1,1,42,0
0,0,0,10,1104,1,1,42,0
0,0,0,220,3976,1,1,196,0
0,0,0,10,1549,1,1,42,0
0,0,0,230,8591,1,1,180,0
0,0,0,40,2616,1,1,140,0
0,0,0,80,2842,1,1,98,0
0,0,0,110,2971,1,1,140,0
0,0,0,260,18616,1,1,98,0
0,0,0,1240,28712,1,1,105,0
0,0,0,1240,28712,1,1,105,0
0,0,0,50,1157,1,1,63,0
0,0,0,170,25449,1,1,42,0
0,0,0,60,893,1,1,28,0
0,0,0,80,523,1,1,147,0
0,0,0,760,17689,1,1,77,0
0,0,0,760,17689,1,1,77,0
0,0,0,240,5638,1,1,3,0
0,0,0,10,298,1,1,3,0
0,0,0,10,298,1,1,3,0
0,0,0,3040,30535,1,1,105,0
0,0,0,3040,30535,1,1,105,0
0,0,0,720,2727,1,1,14,0
0,0,0,240,8536,1,1,42,0
0,0,0,650,43479,1,1,196,0
0,0,0,30,2148,1,1,42,0
0,0,0,1000,22655,1,1,70,0
0,0,0,1000,22655,1,1,70,0
0,0,0,50,5099,1,1,3,0
0,0,0,240,6109,1,1,49,0
0,0,0,150,3326,1,1,2,0
0,0,0,80,374,1,1,14,0
0,0,0,1500,61136,1,1,2,1
0,0,0,20,4212,1,1,2,0
0,0,0,200,8872,1,1,42,1
0,0,0,600,17932,1,1,70,0
0,0,0,1970,51045,1,1,77,0
0,0,0,560,18572,1,1,105,0
0,0,0,560,33577,1,1,210,0
0,0,0,990,21436,1,1,180,0
0,0,0,3460,1682944,1,1,14,0
0,0,0,910,147784,1,1,7,1
0,0,0,600,17932,1,1,70,0
0,0,0,1970,51045,1,1,77,0
0,0,0,100,294,1,1,4,0
0,0,0,90,13281,1,1,3,0
0,0,0,3860,938978,1,1,2,1
0,0,0,180,66037,1,1,14,0
0,0,0,2640,47916,1,1,14,0
0,0,0,300,12695,1,1,3,0
0,0,0,20,4554,1,1,7,1
0,0,0,430,243616,1,1,3,0
0,0,0,300,124227,1,1,3,0
0,0,0,120,20704,1,1,2,0
0,0,0,90,3172,1,1,3,0
0,0,0,60,2928,1,1,3,0
0,0,0,100,7002,1,1,42,0
0,0,0,100,5817,1,1,49,0
0,0,0,20,2743,1,1,3,0
0,0,0,40,26839,1,1,21,0
0,0,0,400,3843,1,1,49,0
0,0,0,860,168891,1,1,2,0
0,0,0,50,13095,1,1,14,1
0,0,0,90,4077,1,1,3,0
0,0,0,80,235889,1,1,2,1
0,0,0,10,15151,1,1,2,0
0,0,0,1430,70243,1,1,3,1
0,0,0,200,7267,1,1,14,1
0,0,0,80,523,1,1,147,0
0,0,0,760,17689,1,1,77,0
0,0,0,240,5638,1,1,3,0
0,0,0,10,298,1,1,3,0
0,0,0,720,2727,1,1,14,0
0,0,0,290,318992,1,1,2,1
0,0,0,240,8536,1,1,42,0
0,0,0,140,8632,1,1,3,1
0,0,0,1540,92265,1,1,21,0
0,0,0,1410,15804,1,1,70,0
0,0,0,30,2148,1,1,42,0
0,0,0,1000,22655,1,1,70,0
0,0,0,50,5099,1,1,3,0
0,0,0,240,6109,1,1,49,0
0,0,0,80,6104,1,1,2,1
0,0,0,30,1962,1,1,140,0
0,0,0,150,3326,1,1,2,0
0,0,0,90,4856,1,1,98,0
0,0,0,140,2344,1,1,42,0
0,0,0,150,13427,1,1,42,1
0,0,0,50,883,1,1,42,1
0,0,0,20,22,1,1,42,1
0,0,0,150,22012,1,1,42,1
0,0,0,5240,74932,1,1,161,1
0,0,0,40,4358,1,1,7,1
0,0,0,60,916,1,1,84,1
0,0,0,20,67,1,1,28,1
0,0,0,70,62,1,1,98,1
0,0,0,1290,23548,1,1,140,1
0,0,0,2170,88576,1,1,196,1
0,0,0,100,106,1,1,21,1
0,0,0,30,117547,1,1,84,1
0,0,0,20,96859,1,1,70,1
0,0,0,30,145018,1,1,56,1
0,0,0,1080,190461,1,1,210,1
0,0,0,500,90757,1,1,210,0
0,0,0,250,1251162,1,1,42,1
0,0,0,600,152699,1,1,210,1
0,0,0,160,47176,1,1,94,1
0,0,0,50,65846,1,1,56,1
0,0,0,20,120851,1,1,56,1
0,0,0,300,101259,1,1,42,1
0,0,0,180,66938,1,1,42,1
0,0,0,60,25479,1,1,42,1
0,0,0,80,4715,1,1,28,1
0,0,0,130,8793,1,1,28,1
0,0,0,20,2696,1,1,42,1
0,0,0,30,3675,1,1,42,0
0,0,0,210,840,1,1,42,1
0,0,0,70,9834,1,1,42,1
0,0,0,3200,95744,1,1,999,1
0,0,0,20,188,1,1,42,1
0,0,0,1950,367065,1,1,999,1
0,0,0,1670,313974,1,1,999,1
0,0,0,70,10570,1,1,999,1
0,0,0,60,2478,1,1,28,1
0,0,0,960,1231,1,1,42,1
0,0,0,30,9994,1,1,84,1
0,0,0,150,16062,1,1,49,0
0,0,0,150,5595,1,1,49,0
0,0,0,150,61542,1,1,49,0
0,0,0,850,70091,1,1,49,1
0,0,0,1570,73481,1,1,210,0
0,0,0,150,15538,1,1,49,0
0,0,0,20,588,1,1,84,1
0,0,0,200,12692,1,1,28,1
0,0,0,20,1844,1,1,28,1
0,0,0,20,18,1,1,42,1
0,0,0,20,2813,1,1,42,1
0,0,0,120,3217,1,1,84,0
0,0,0,450,161401,1,1,7,1
0,0,0,800,94058,1,1,105,1
0,0,0,10,3604,1,1,42,1
0,0,0,10,161396,1,1,999,0
0,0,0,10,161396,1,1,999,0
0,0,0,100,88122,1,1,112,1
0,0,0,10,236071,1,1,999,1
0,0,0,10,235646,1,1,999,1
0,0,0,20,102015,1,1,42,0
0,0,0,560,18572,1,1,105,0
0,0,0,100,58469,1,1,56,1
0,0,0,80,5489,1,1,42,1
0,0,0,80,16775,1,1,42,1
0,0,0,80,16736,1,1,35,0
0,0,0,30,163612,1,1,999,1
0,0,0,10,4889,1,1,84,1
0,0,0,70,139272,1,1,84,1
0,0,0,50,4436,1,1,28,1
0,0,0,20,6818,1,1,42,1
0,0,0,20,6792,1,1,42,1
0,0,0,70,18992,1,1,56,1
0,0,0,100,9175,1,1,56,1
0,0,0,100,28278,1,1,180,1
0,0,0,20,3907,1,1,180,1
0,0,0,200,57398,1,1,84,1
0,0,0,80,12080,1,1,49,1
0,0,0,110,10433,1,1,42,1
0,0,0,20,116,1,1,68,1
0,0,0,1470,35169,1,1,98,0
0,0,0,130,102115,1,1,42,1
0,0,0,3740,4591024,1,1,5,1
0,0,0,50,1275,1,1,84,1
0,0,0,20,31719,1,1,42,1
0,0,0,70,84697,1,1,84,1
0,0,0,10,31481,1,1,168,0
0,0,0,1820,375084,1,1,49,0
0,0,0,40,237927,1,1,49,0
0,0,0,980,6713,1,1,98,1
0,0,0,20,9148,1,1,999,1
0,0,0,80,17701,1,1,90,1
0,0,0,100,626,1,1,42,1
0,0,0,10,3542,1,1,21,1
0,0,0,30,10273,1,1,14,1
0,0,0,1590,539973,1,1,49,1
0,0,0,80,98677,1,1,999,1
0,0,0,60,4158,1,1,42,1
0,0,0,100,7871,1,1,42,1
0,0,0,60,3141,1,1,28,0
0,0,0,60,3519,1,1,42,1
0,0,0,40,7093,1,1,42,1
0,0,0,100,3829,1,1,68,1
0,0,0,2610,106776,1,1,35,0
0,0,0,90,4799,1,1,35,1
0,0,0,100,2496,1,1,42,1
0,0,0,10,95,1,1,28,1
0,0,0,10,10065,1,1,999,1
0,0,0,30,4350,1,1,90,1
0,0,0,120,3638,1,1,28,1
0,0,0,20,13736,1,1,999,0
0,0,0,20,701,1,1,42,0
0,0,0,60,2027,1,1,90,1
0,0,0,40,936,1,1,42,0
0,0,0,80,1576,1,1,60,1
0,0,0,30,22527,1,1,56,1
0,0,0,100,680,1,1,42,1
0,0,0,40,174,1,1,42,1
0,0,0,130,17764,1,1,35,1
0,0,0,20,60331,1,1,84,1
0,0,0,100,33785,1,1,999,1
0,0,0,900,457366,1,1,999,1
0,0,0,20,10647,1,1,999,1
0,0,0,80,33012,1,1,999,1
0,0,0,10,107016,1,1,70,1
0,0,0,60,12439,1,1,42,1
0,0,0,60,11712,1,1,42,1
0,0,0,20,17088,1,1,999,1
0,0,0,300,52312,1,1,42,0
0,0,0,140,3369,1,1,35,1
0,0,0,10,141866,1,1,56,1
0,0,0,120,10233,1,1,28,1
0,0,0,20,19396,1,1,56,1
0,0,0,90,22315,1,1,49,1
0,0,0,20,68967,1,1,49,1
0,0,0,80,852,1,1,42,1
0,0,0,30,357,1,1,28,1
0,0,0,110,5361,1,1,28,0
0,0,0,10,395587,1,1,56,0
0,0,0,20,386988,1,1,56,1
0,0,0,10,132268,1,1,56,1
0,0,0,10,101718,1,1,56,1
0,0,0,10,4687,1,1,56,1
0,0,0,60,27333,1,1,999,1
0,0,0,60,14181,1,1,35,1
0,0,0,10,2809,1,1,35,1
0,0,0,50,18673,1,1,49,1
0,0,0,50,2700,1,1,42,1
0,0,0,1120,216429,1,1,7,1
0,0,0,370,228301,1,1,42,1
0,0,0,120,14692,1,1,28,1
0,0,0,10,81186,1,1,56,1
0,0,0,120,31483,1,1,28,1
0,0,0,120,28701,1,1,28,1
0,0,0,180,4484,1,1,28,1
0,0,0,30,3150,1,1,49,1
0,0,0,20,19159,1,1,49,1
0,0,0,10,15492,1,1,42,1
0,0,0,20,30985,1,1,42,1
0,0,0,10,360,1,1,42,1
0,0,0,80,9252,1,1,42,1
0,0,0,30,43394,1,1,42,0
0,0,0,20,30452,1,1,56,1
0,0,0,40,2762,1,1,28,1
0,0,0,80,30953,1,1,42,1
0,0,0,500,66589,1,1,42,1
0,0,0,20,13220,1,1,56,1
0,0,0,20,428,1,1,42,1
0,0,0,80,11694,1,1,42,0
0,0,0,10,3947,1,1,42,1
0,0,0,30,83276,1,1,42,1
0,0,0,10,231716,1,1,999,1
0,0,0,20,52028,1,1,999,1
0,0,0,10,21426,1,1,999,1
0,0,0,2170,1050497,1,1,49,1
0,0,0,10,1293,1,1,154,0
0,0,0,200,3324,1,1,60,1
0,0,0,30,15601,1,1,70,1
0,0,0,80,414,1,1,35,1
0,0,0,90,1436,1,1,42,0
0,0,0,130,12815,1,1,35,1
0,0,0,190,3161,1,1,28,1
0,0,0,150,4763,1,1,42,1
0,0,0,210,3728,1,1,42,1
0,0,0,60,2994,1,1,90,1
0,0,0,60,4015,1,1,42,1
0,0,0,20,1038,1,1,42,1
0,0,0,30,17922,1,1,999,1
0,0,0,200,22155,1,1,21,1
0,0,0,140,70477,1,1,56,1
0,0,0,70,14668,1,1,42,1
0,0,0,50,3805,1,1,84,1
0,0,0,60,144,1,1,112,1
0,0,0,70,19489,1,1,999,1
0,0,0,1040,241132,1,1,56,1
0,0,0,1360,25024,1,1,28,1
0,0,0,1390,154002,1,1,35,1
0,0,0,30,165321,1,1,42,1
0,0,0,170,4760,1,1,42,1
0,0,0,560,33577,1,1,210,0
0,0,0,20,1100,1,1,35,0
0,0,0,60,129558,1,1,56,1
0,0,0,80,67944,1,1,56,1
0,0,0,10,12159,1,1,168,1
0,0,0,170,427833,1,1,999,1
0,0,0,10,363,1,1,42,0
0,0,0,30,501,1,1,28,1
0,0,0,730,18979,1,1,98,1
0,0,0,60,1544,1,1,28,1
0,0,0,50,6008,1,1,84,1
0,0,0,200,35731,1,1,84,1
0,0,0,200,12857,1,1,84,0
0,0,0,2000,125665,1,1,42,0
0,0,0,120,10861,1,1,112,1
0,0,0,310,53726,1,1,84,1
0,0,0,130,43267,1,1,56,1
0,0,0,260,3103,1,1,84,1
0,0,0,40,38761,1,1,120,1
0,0,0,420,6411,1,1,84,1
0,0,0,160,5216,1,1,180,1
0,0,0,60,6687,1,1,42,1
0,0,0,50,4372,1,1,21,1
0,0,0,50,4235,1,1,999,1
0,0,0,90,7659,1,1,999,1
0,0,0,170,6632,1,1,210,1
0,0,0,220,5865,1,1,84,1
0,0,0,40,9631,1,1,84,1
0,0,0,50,1080,1,1,98,1
0,0,0,450,4014,1,1,224,1
0,0,0,10,782,1,1,35,1
0,0,0,170,20358,1,1,56,1
0,0,0,60,372,1,1,35,1
0,0,0,80,10281,1,1,42,1
0,0,0,100,1705,1,1,35,1
0,0,0,10,9030,1,1,49,1
0,0,0,20,870,1,1,68,1
0,0,0,1000,22300,1,1,56,1
0,0,0,100,9408,1,1,84,1
0,0,0,10,88811,1,1,42,1
0,0,0,100,56327,1,1,84,0
0,0,0,60,103756,1,1,56,1
0,0,0,620,16904,1,1,112,1
0,0,0,250,36296,1,1,42,1
0,0,0,40,528,1,1,28,1
0,0,0,70,67749,1,1,70,1
0,0,0,250,4624,1,1,42,1
0,0,0,50,1773,1,1,65,0
0,0,0,10,1727,1,1,42,1
0,0,0,120,2391,1,1,42,1
0,0,0,100,1628,1,1,45,1
0,0,0,160,6998,1,1,42,1
0,0,0,200,8903,1,1,56,0
0,0,0,40,24425,1,1,98,1
0,0,0,60,10382,1,1,56,1
0,0,0,240,27521,1,1,84,1
0,0,0,80,19478,1,1,42,1
0,0,0,120,21884,1,1,42,1
0,0,0,300,182298,1,1,42,1
0,0,0,40,3416,1,1,42,1
0,0,0,20,4498,1,1,35,1
0,0,0,30,2129,1,1,90,0
0,0,0,240,104784,1,1,70,1
0,0,0,40,46712,1,1,42,1
0,0,0,50,2464,1,1,21,1
0,0,0,20,104,1,1,42,0
0,0,0,30,577,1,1,49,1
0,0,0,10,161412,1,1,999,1
0,0,0,100,288,1,1,21,1
0,0,0,1020,154311,1,1,90,1
0,0,0,20,210803,1,1,84,1
0,0,0,10,117,1,1,28,1
0,0,0,20,27500,1,1,999,1
0,0,0,10,821356,1,1,56,1
0,0,0,10,780864,1,1,56,1
0,0,0,160,4640,1,1,999,1
0,0,0,290,2320,1,1,999,1
0,0,0,110,79199,1,1,68,0
0,0,0,100,2100,1,1,28,1
0,0,0,2490,78403,1,1,10,1
0,0,0,30,2261,1,1,28,1
0,0,0,40,200,1,1,28,1
0,0,0,200,5154,1,1,21,1
0,0,0,30,405562,1,1,999,1
0,0,0,30,360366,1,1,999,1
0,0,0,20,27772,1,1,56,1
0,0,0,90,195102,1,1,999,1
0,0,0,110,261915,1,1,56,1
0,0,0,50,290,1,1,28,1
0,0,0,80,524,1,1,35,0
0,0,0,10,25945,1,1,35,1
0,0,0,80,632,1,1,42,1
0,0,0,100,510,1,1,28,0
0,0,0,90,2222,1,1,35,1
0,0,0,50,31915,1,1,28,1
0,0,0,20,410,1,1,56,1
0,0,0,40,45961,1,1,42,1
0,0,0,40,8160,1,1,70,1
0,0,0,40,25838,1,1,42,1
0,0,0,10,2865,1,1,42,0
0,0,0,10,26509,1,1,42,1
0,0,0,50,638,1,1,180,1
0,0,0,10,1311,1,1,35,1
0,0,0,50,133848,1,1,999,1
0,0,0,90,918,1,1,28,1
0,0,0,50,9853,1,1,42,1
0,0,0,180,199698,1,1,49,1
0,0,0,100,728,1,1,42,1
0,0,0,20,1530,1,1,999,1
0,0,0,90,51766,1,1,42,1
0,0,0,180,91113,1,1,999,1
0,0,0,70,25158,1,1,231,1
0,0,0,400,10808,1,1,35,1
0,0,0,10,20,1,1,35,1
0,0,0,20,3985,1,1,42,1
0,0,0,830,75592,1,1,210,1
0,0,0,150,57675,1,1,210,1
0,0,0,50,8125,1,1,210,1
0,0,0,120,7884,1,1,999,1
0,0,0,280,974174,1,1,999,1
0,0,0,340,12852,1,1,224,1
0,0,0,750,1800,1,1,35,1
0,0,0,120,9239,1,1,84,1
0,0,0,320,1568,1,1,35,0
0,0,0,180,14978,1,1,42,1
0,0,0,140,21948,1,1,98,1
0,0,0,130,7803,1,1,56,1
0,0,0,30,3929,1,1,28,1
0,0,0,440,4097,1,1,30,1
0,0,0,880,12092,1,1,112,1
0,0,0,640,1485,1,1,56,1
0,0,0,100,2371,1,1,21,1
0,0,0,650,5720,1,1,105,1
0,0,0,400,709,1,1,91,1
0,0,0,250,365,1,1,84,1
0,0,0,210,9908,1,1,105,1
0,0,0,1040,432,1,1,84,1
0,0,0,30,19121,1,1,999,1
0,0,0,140,28588,1,1,42,1
0,0,0,810,1486,1,1,28,1
0,0,0,140,6222,1,1,112,1
0,0,0,670,27738,1,1,77,1
0,0,0,1630,46971,1,1,98,0
0,0,0,20,461,1,1,14,1
0,0,0,1020,19182,1,1,49,1
0,0,0,140,1983,1,1,60,1
0,0,0,60,4884,1,1,42,1
0,0,0,220,3036,1,1,91,1
0,0,0,830,11792,1,1,180,0
0,0,0,170,807,1,1,56,1
0,0,0,40,103102,1,1,168,1
0,0,0,20,14549,1,1,420,1
0,0,0,40,89816,1,1,56,1
0,0,0,20,1957,1,1,84,1
0,0,0,100,7216,1,1,28,1
0,0,0,150,13073,1,1,84,1
0,0,0,260,5985,1,1,56,1
0,0,0,100,8327,1,1,84,1
0,0,0,100,2547,1,1,84,1
0,0,0,100,26732,1,1,999,1
0,0,0,150,9467,1,1,42,1
0,0,0,130,6641,1,1,42,1
0,0,0,210,9469,1,1,28,1
0,0,0,50,227,1,1,42,0
0,0,0,280,19056,1,1,42,1
0,0,0,150,1948,1,1,42,1
0,0,0,2000,204957,1,1,196,1
0,0,0,10,1104,1,1,42,0
0,0,0,20,118,1,1,42,0
0,0,0,220,3976,1,1,196,0
0,0,0,450,1792,1,1,999,1
0,0,0,50,2585,1,1,999,1
0,0,0,90,43961,1,1,140,1
0,0,0,40,1849,1,1,30,1
0,0,0,60,3727,1,1,21,1
0,0,0,10,14355,1,1,35,1
0,0,0,20,3860,1,1,98,1
0,0,0,20,3900,1,1,98,1
0,0,0,10,4920,1,1,49,1
0,0,0,10,6656,1,1,49,1
0,0,0,10,2814,1,1,77,1
0,0,0,470,26404,1,1,250,1
0,0,0,500,6222,1,1,42,1
0,0,0,10,1549,1,1,42,0
0,0,0,790,8371,1,1,91,1
0,0,0,130,14701,1,1,49,1
0,0,0,150,391,1,1,14,1
0,0,0,110,3283,1,1,21,1
0,0,0,230,8591,1,1,180,0
0,0,0,40,2616,1,1,140,0
0,0,0,20,132,1,1,119,1
0,0,0,30,14115,1,1,56,1
0,0,0,40,62523,1,1,102,1
0,0,0,80,2842,1,1,98,0
0,0,0,110,2971,1,1,140,0
0,0,0,20,1451,1,1,84,1
0,0,0,110,24683,1,1,49,1
0,0,0,440,31657,1,1,119,1
0,0,0,260,18616,1,1,98,0
0,0,0,1240,28712,1,1,105,0
0,0,0,50,1157,1,1,63,0
0,0,0,200,3701,1,1,98,1
0,0,0,100,1344,1,1,14,1
0,0,0,50,1655,1,1,56,1
0,0,0,10,98,1,1,84,1
0,0,0,500,1104,1,1,14,1
0,0,0,20,656,1,1,70,1
0,0,0,170,25449,1,1,42,0
0,0,0,100,7504,1,1,120,1
0,0,0,30,3613,1,1,42,1
0,0,0,60,893,1,1,28,0
0,0,0,280,59595,1,1,98,1
0,0,0,440,18544,1,1,119,1
0,0,0,990,21436,1,1,180,0
0,0,0,780,45955,1,1,56,1
0,0,0,160,18617,1,1,84,1
0,0,0,550,19241,1,1,105,1
0,0,0,3040,30535,1,1,105,0
0,0,0,520,2569,1,1,98,1
0,0,0,240,6465,1,1,96,1
0,0,0,1730,43244,1,1,189,1
0,0,0,6440,114049,1,1,98,1
0,0,0,10,3810,1,1,70,0
0,0,0,10,3810,1,1,70,0
0,0,0,1760,173697,1,1,280,1
0,0,0,100,114686,1,1,56,1
0,0,0,30,32989,1,1,84,1
0,0,0,150,203413,1,1,180,1
0,0,0,720,177804,1,1,112,0
0,0,0,2080,65563,1,1,196,1
0,0,0,650,43479,1,1,196,0
0,0,0,60,35358,1,1,77,1
0,0,0,20,6417,1,1,42,1
0,0,0,70,3927,1,1,112,1
0,0,0,130,2106,1,1,28,1
0,0,0,30,1023,1,1,35,1
0,0,0,40,824,1,1,42,1
0,0,0,30,1579,1,1,60,1
0,0,0,150,30915,1,1,365,1
0,0,0,20,2265,1,1,28,1
0,0,0,10,6057,1,1,35,1
0,0,0,70,2135,1,1,42,1
0,0,0,90,4275,1,1,28,1
0,0,0,580,1746,1,1,56,1
0,0,0,970,11968,1,1,21,1
0,0,0,1130,10052,1,1,365,1
0,0,0,1000,104008,1,1,42,1
0,0,0,10,2234,1,1,56,1
0,0,0,50,627,1,1,35,0
0,0,0,30,2777,1,1,30,1
0,0,0,420,16802,1,1,28,1
0,0,0,700,9537,1,1,14,1
0,0,0,1930,3048,1,1,119,1
0,0,0,30,153,1,1,42,1
0,0,0,20,1139,1,1,42,1
0,0,0,30,2328,1,1,56,1
0,0,0,10,408,1,1,56,1
0,0,0,40,1968,1,1,21,1
0,0,0,510,130815,1,1,56,1
0,0,0,100,156,1,1,56,1
0,0,0,100,672,1,1,56,1
0,0,0,500,21947,1,1,35,1
0,0,0,10,2695,1,1,42,1
0,0,0,20,432,1,1,21,0
0,0,0,80,374,1,1,14,0
0,0,0,50,938,1,1,140,1
0,0,0,370,11174,1,1,42,1
0,0,0,490,32648,1,1,21,1
0,0,0,1500,29610,1,1,42,1
0,0,0,620,15934,1,1,42,1
0,0,0,110,59851,1,1,168,1
0,0,0,40,9312,1,1,28,1
0,0,0,40,4931,1,1,28,1
0,0,0,30,29085,1,1,28,1
0,0,0,80,33308,1,1,25,1
0,0,0,80,40212,1,1,28,1
0,0,0,20,5606,1,1,28,1
0,0,0,60,10323,1,1,28,1
0,0,0,40,9602,1,1,25,1
0,0,0,1940,204784,1,1,28,1
0,0,0,60,8072,1,1,28,1
0,0,0,650,244205,1,1,56,1
0,0,0,110,12561,1,1,42,1
0,0,0,30,12947,1,1,25,1
0,0,0,90,35536,1,1,35,1
0,0,0,60,66615,1,1,42,1
0,0,0,320,39909,1,1,28,1
0,0,0,1000,517881,1,1,42,1
0,0,0,90,27533,1,1,168,1
0,0,0,380,61706,1,1,21,1
0,0,0,1100,451816,1,1,14,1
0,0,0,210,77553,1,1,21,1
0,0,0,80,28894,1,1,28,1
0,0,0,10,53949,1,1,42,1
0,0,0,490,245526,1,1,42,1
0,0,0,20,8194,1,1,66,1
0,0,0,10,108448,1,1,42,1
0,0,0,30,50316,1,1,42,1
0,0,0,130,274885,1,1,35,1
0,0,0,10,19403,1,1,84,1
0,0,0,750,247104,1,1,25,1
0,0,0,110,50201,1,1,25,1
0,0,0,210,26808,1,1,35,1
0,0,0,60,25955,1,1,35,0
0,0,0,40,4736,1,1,28,1
0,0,0,450,1317811,1,1,70,1
0,0,0,670,89638,1,1,42,1
0,0,0,20,71052,1,1,42,1
0,0,0,30,8932,1,1,25,1
0,0,0,870,306129,1,1,29,1
0,0,0,90,31287,1,1,28,1
0,0,0,30,25758,1,1,49,1
0,0,0,240,133378,1,1,25,1
0,0,0,70,23178,1,1,25,1
0,0,0,130,5106,1,1,25,1
0,0,0,90,21051,1,1,25,1
0,0,0,50,2103,1,1,25,1
0,0,0,40,25099,1,1,28,1
0,0,0,430,28673,1,1,28,1
0,0,0,340,61667,1,1,28,1
0,0,0,30,48395,1,1,28,1
0,0,0,20,11728,1,1,42,1
0,0,0,40,43208,1,1,42,1
0,0,0,10,30572,1,1,42,1
0,0,0,70,30632,1,1,999,1
0,0,0,50,24345,1,1,42,1
0,0,0,10,79733,1,1,42,1
0,0,0,10,70423,1,1,42,1
0,0,0,10,110331,1,1,42,1
0,0,0,10,10434,1,1,42,1
0,0,0,100,3172869,1,1,66,1
0,0,0,100,2054682,1,1,66,1
0,0,0,50,48265,1,1,35,1
0,0,0,20,25965,1,1,42,1
0,0,0,80,129704,1,1,42,1
0,0,0,460,397654,1,1,42,1
0,0,0,60,24708,1,1,42,1
0,0,0,80,9376,1,1,25,1
0,0,0,10,101535,1,1,42,1
0,0,0,10,4878,1,1,42,1
0,0,0,20,875,1,1,42,1
0,0,0,20,14298,1,1,42,1
0,0,0,20,193131,1,1,42,1
0,0,0,660,419384,1,1,42,1
0,0,0,60,101292,1,1,42,1
0,0,0,30,99087,1,1,42,1
0,0,0,660,326225,1,1,42,1
0,0,0,30,9282,1,1,42,1
0,0,0,110,14381,1,1,28,1
0,0,0,20,1267,1,1,35,1
0,0,0,10,6751,1,1,42,1
0,0,0,10,677,1,1,42,1
0,0,0,10,27862,1,1,42,1
0,0,0,10,2392,1,1,42,1
0,0,0,10,22832,1,1,42,1
0,0,0,10,17117,1,1,42,1
0,0,0,10,14501,1,1,42,1
0,0,0,20,31846,1,1,42,1
0,0,0,10,22411,1,1,42,0
0,0,0,10,17062,1,1,42,1
0,0,0,10,22411,1,1,42,0
0,0,0,50,10467,1,1,30,1
0,0,0,2380,221816,1,1,42,0
0,0,0,2380,221816,1,1,42,0
0,0,0,360,435312,1,1,42,1
