Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preis pro Stück,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,correct,outlier_features,uuid,algorithm
00370546,700020.0,5500001749.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,6850.0,11878,1.734014598540146,100,E20,2000,,5300004278.0,0.0,1,4,140700000,ST,,,4d6efc74010c4d8fb57af68633cf733f,XGBOD
04002442,700961.0,,0.0,0.0,0,0,F,,276,276.0,Z012,Z7,190.0,15245,80.23684210526316,1,,3000,,5300106566.0,3.0,1,98,070600000,ST,,,1cb43591357a4d0191330d95439c34c5,RoSAS
60035398,706671.0,5500004599.0,10.0,14.0,14,42,F,,219,219.0,Z001,Z1,0.0,0,0,1,,2100,,5300408104.0,0.0,1,14,060000000,ST,,,39102fea1a654856aafe26c4a177c5af,RoSAS
28068100UB,700000.0,4600013007.0,10.0,28.0,0,0,F,,723,723.0,Z001,X3,0.0,0,0,1,E20,2000,,5300167988.0,0.0,1,14,010401000,ST,,,9f7021d6ebf14d7aa2071c6fc0efd8b0,RoSAS
04006891,704589.0,,0.0,0.0,0,0,F,,998,998.0,Z001,Z1,0.0,0,0,100,,2100,,,,1,999,130600000,ST,,,a77918afd4ea4a21a8580e0e66308168,XGBOD
00370496,700020.0,5500003459.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,1930.0,1793,0.9290155440414508,100,E20,2000,,5300004023.0,0.0,1,4,140100000,ST,,,9b3744d16f984a15a80f95c0dedd1b3f,XGBOD
00170174,701806.0,,0.0,0.0,0,0,F,,208,208.0,Z011,V4,0.0,0,0,100,E98,2100,,5300393616.0,0.0,2,98,050500000,ST,,,49ea41859c5748bb9237f60d9f5d4b94,XGBOD
23263406,709641.0,5500000489.0,20.0,14.0,14,28,F,,715,715.0,Z003,Y4,770.0,9509,12.349350649350649,100,E13,2100,,5300167014.0,0.0,1,14,100100000,ST,,,4d32929da41d4379b07555c0e409e36a,XGBOD
60038615,700230.0,,0.0,0.0,0,0,F,30.0,216,216.0,Z001,Y5,0.0,0,0,1,E14,2000,,5300391663.0,3.0,1,70,550100000,ST,,,c966953181f349a9822a3b463fd75832,"XGBOD, RoSAS"
21334200UB,704926.0,5500008689.0,10.0,42.0,42,42,F,,223,223.0,Z001,Z3,0.0,0,0,1,,2000,,5300150479.0,0.0,1,42,010401000,ST,,,d6943082125343018b9dc09abd830fb8,RoSAS
00360166,701806.0,5500000356.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,270.0,1781,6.5962962962962965,100,E98,2000,,5300174039.0,0.0,2,4,140100000,ST,,,5c6fee924bc44b10b02ecbc73902d401,RoSAS
34761007,2100.0,,0.0,0.0,0,0,F,41.0,233,233.0,Z003,Y4,170.0,78313,460.66470588235296,1,E14,2800,2700.0,5300523911.0,0.0,1,91,060100000,ST,,,dab822c471454f43afdd625bb0661458,XGBOD
00370324,700020.0,5500001719.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,122830.0,97219,0.7914923064397948,1000,E20,2000,,5300003081.0,0.0,1,4,140300000,ST,,,4e7bc3ca64b549f2b0087e2a7610a7c0,XGBOD
00170179,2000.0,,0.0,0.0,0,0,F,40.0,206,206.0,Z003,Y4,290.0,8575,29.56896551724138,1,E12,2800,2800.0,5300203757.0,0.0,1,35,130403000,ST,,,22bbda0d0b1d471e96de04bd7eb08c34,XGBOD
00160062,2100.0,,0.0,0.0,0,0,F,41.0,203,203.0,Z001,Y2,60.0,12351,205.85,1,E11,2700,2000.0,5300196911.0,0.0,1,168,110500000,ST,,,7f5dbebd6bcd4cf182a40130224dc37e,XGBOD
95164193,2000.0,,0.0,0.0,0,0,F,40.0,212,212.0,Z012,Z1,0.0,0,0,1,,3000,3000.0,5300309381.0,0.0,1,999,060200000,ST,,,cbd55245933c494cb8ceffe95fd924f3,RoSAS
60010380,709741.0,5500008837.0,10.0,42.0,42,42,F,,713,713.0,Z008,X5,0.0,0,0,1,E20,2000,,5300530895.0,0.0,1,42,010401000,ST,,,df69ecf68347424b96ae1b378b5e203e,RoSAS
00100037,706611.0,5500008124.0,10.0,14.0,14,90,F,,708,708.0,Z011,Y5,11900.0,265068,22.274621848739496,1,E14,2000,,5300091924.0,0.0,1,42,070300000,ST,,,934c563ecda942eaa1d7869928a987a7,XGBOD
24342300,702225.0,5500006560.0,10.0,42.0,42,98,F,,213,213.0,Z004,TB,0.0,0,0,1,,2100,,5300109540.0,3.0,1,42,550100000,ST,,,b28d79c7b5f0462a981cd7af9858d231,"XGBOD, RoSAS"
00110902,702584.0,5500006373.0,10.0,28.0,28,84,F,,203,203.0,Z010,Y9,70.0,9262,132.31428571428572,1,E13,2100,,5300450755.0,3.0,1,84,070700000,ST,,,4c4fb556a24e4b6399a8a604575d3cde,"XGBOD, RoSAS"
00370778,701806.0,5500002618.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,12270.0,2012,0.16397718011409942,100,E98,2000,,5300184738.0,0.0,2,4,140100000,ST,,,94a0d6e142ed426fa98ebf18acd9f731,RoSAS
24933403,704926.0,,0.0,0.0,0,0,F,,216,216.0,Z001,Z1,0.0,0,0,100,,2000,,5300192009.0,0.0,1,35,010502000,ST,,,84255eb569644c94b35d7aafda86e799,RoSAS
60027098,715408.0,4600011885.0,80.0,56.0,0,0,F,,205,205.0,Z001,Z1,0.0,0,0,1,,2100,,5300436706.0,0.0,1,999,010402000,ST,,,b8b1a6ab06d944c181ba6b3bae1e2c39,"XGBOD, RoSAS"
60075923,709741.0,5500008832.0,10.0,42.0,42,42,F,,713,713.0,Z008,X5,0.0,0,0,1,E20,2000,,5300530888.0,0.0,1,42,010401000,ST,,,7a8d7f43ef3f4e9f9fa9959c14b4b276,RoSAS
34991101UB,717592.0,4600012840.0,10.0,112.0,0,0,F,,202,202.0,Z010,Z3,0.0,0,0,1,,2100,,5300501468.0,0.0,1,112,040100000,ST,,,c3c5f6bde46c417ca297f3bc1feb0b08,"XGBOD, RoSAS"
00100312,708551.0,5500003733.0,10.0,14.0,14,60,F,,708,708.0,Z010,Y5,88670.0,393517,4.437994812225105,100,E14,2000,,5300149291.0,0.0,1,60,070300000,ST,,,bf94180bdd9d4d469eee3a95623d5146,XGBOD
33010402,700020.0,5500003420.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,7910.0,80705,10.20290771175727,100,E20,3000,,5300042330.0,0.0,1,4,060200000,ST,,,99755cbafe3b430e8c2557443f5c3ff4,XGBOD
24617400,702225.0,,0.0,0.0,0,0,F,,998,998.0,Z001,Z1,0.0,0,0,1,,2100,,5300169500.0,3.0,1,999,550100000,ST,,,cad5abb58c5d4c02b309a385287810c5,RoSAS
60056286,700020.0,5500005895.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,73480.0,123111,1.6754354926510615,100,E20,2100,,5300424478.0,0.0,1,105,140200000,ST,,,7f95545e9f6d4c9f810fa5ded6f1dccc,XGBOD
00200232,701710.0,5500001818.0,20.0,14.0,14,35,F,,731,731.0,Z010,Y5,110410.0,2404799,21.780626754822933,100,E14,2000,,5300083091.0,0.0,1,14,100201000,ST,,,002bf524a52543408255ee15f2fc853d,RoSAS
23501600UB,702399.0,5500000238.0,20.0,14.0,14,56,F,,228,228.0,Z001,Y2,0.0,0,0,1,E14,2100,,5300068063.0,0.0,1,42,010401000,ST,,,c741743374854d4d8c810aaf85a07b88,RoSAS
60075255,708094.0,4600011913.0,10.0,35.0,0,0,F,,211,211.0,Z001,Y3,130.0,12025,92.5,1,E15,2100,,5300464329.0,0.0,1,35,010302000,ST,,,931eb86a633148d589a62c8aeebd2a4b,RoSAS
00100045,708551.0,5500003741.0,10.0,14.0,14,60,F,,708,708.0,Z010,Y5,6780.0,137076,20.217699115044248,1,E14,2000,,5300149263.0,0.0,1,60,070300000,ST,,,e828110c8e234c8e9174222de6ad06ba,XGBOD
00360637,701806.0,5500000419.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,5690.0,10941,1.922847100175747,100,E98,2000,,5300174109.0,0.0,2,4,140100000,ST,,,1dc584e78a90451f9447e4feafec3304,RoSAS
00200258,700417.0,,0.0,0.0,0,0,F,40.0,207,207.0,Z003,Y3,0.0,0,0,100,E14,2100,,5300459337.0,0.0,1,3,100400000,ST,,,f2c2281e14194d06b087e07426192e4e,XGBOD
00330325,700813.0,,0.0,0.0,0,0,F,,233,233.0,Z011,V9,850.0,1218807,1433.8905882352942,1,E21,2000,,5300177678.0,0.0,1,98,110400000,ST,,,43441c83e2be4a5499fc5f2b8162e797,XGBOD
23252810,2100.0,,0.0,0.0,0,0,F,41.0,203,203.0,Z003,Z4,10.0,10493,1049.3,1,,2000,2000.0,5300197449.0,0.0,2,3,060100000,ST,,,aa1da0384c9c40be9378cdb7f37aa5fc,XGBOD
00180065,701806.0,5500000826.0,10.0,4.0,4,60,F,,708,708.0,Z008,V5,3585650.0,38139,0.010636565197384016,1000,E98,2100,,5300178702.0,0.0,2,4,140700000,MM,,,53fe1d813792473db9ef904c48c99053,RoSAS
60018128,701806.0,,0.0,0.0,0,0,F,,218,218.0,Z001,Z1,0.0,0,0,1,,2100,,5300368237.0,0.0,1,14,100201000,ST,,,1732b80a8b294c45a7bc50edbc809adc,RoSAS
60017502,700537.0,5500006474.0,10.0,42.0,42,112,F,,203,203.0,Z010,Y5,90.0,45477,505.3,1,E13,2000,,5300366761.0,0.0,1,112,070800000,ST,,,21299fec858942ddb5a452c8023c6062,XGBOD
00200180,700020.0,5500007454.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,6090.0,13083,2.1482758620689655,100,E20,2000,,5300189528.0,0.0,1,14,100202000,ST,,,644fda38567845cf9809f01dfcc1f576,"XGBOD, RoSAS"
00360140,701806.0,5500000736.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,40500.0,28599,0.7061481481481482,100,E98,2000,,5300174148.0,0.0,2,4,140100000,ST,,,7e3d39e7e8204409ac269cba96160666,RoSAS
23885511,700020.0,5500002218.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,4050.0,7244,1.788641975308642,1,E20,2100,,5300075131.0,0.0,1,4,060200000,ST,,,f2a6992f9df348c8b0db83456ed9a78b,XGBOD
00360356,700020.0,5500001642.0,10.0,4.0,4,60,F,,708,708.0,Z011,X6,40.0,299,7.475,1,E20,2000,,5300018914.0,0.0,1,4,140100000,ST,,,73ae26a17c9646cba2559ad0bfd1fc80,XGBOD
60059305,700230.0,,0.0,0.0,0,0,F,,216,216.0,Z001,Z1,80.0,120504,1506.3,1,,2000,,5300459935.0,0.0,1,999,550100000,ST,,,18e50cf20eb349b99da0ca55621e5eeb,RoSAS
00300579,701806.0,5500000623.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,23200.0,2136,0.09206896551724138,100,E98,2100,,5300174156.0,0.0,2,4,140300000,ST,,,a520b41657c3476bb84f8a95dd6aefeb,RoSAS
95195544,700000.0,,0.0,0.0,0,0,F,,723,723.0,Z001,V3,30.0,55764,1858.8,1,E19,2100,,5300192963.0,3.0,1,56,010501000,ST,,,497967d1b9cf4c439b665d86b6d91983,RoSAS
60086213,715408.0,4600011885.0,90.0,56.0,0,0,F,,219,219.0,Z001,Z1,0.0,0,0,1,,2100,,5300469777.0,0.0,1,56,010403000,ST,,,85c5cef5790248ceaf232fbb1a6ed053,"XGBOD, RoSAS"
00370547,700020.0,5500001750.0,20.0,4.0,4,60,F,,708,708.0,Z011,X6,515780.0,285209,0.5529663810151615,1000,E20,2000,,5300004282.0,0.0,1,4,140300000,ST,,,c574177f674a495195e392b9b35cb672,XGBOD
00340616UB,700808.0,4600007559.0,10.0,140.0,0,0,F,,215,215.0,Z001,Z0,0.0,0,0,1,,2000,,5300010654.0,3.0,1,140,080800000,ST,,,1774a7c76efa48bca18eb3491ca7cb10,"XGBOD, RoSAS"
60081115,700119.0,,0.0,0.0,0,0,F,,216,216.0,Z001,Z1,140.0,36509,260.7785714285714,1,,2000,,5300476450.0,0.0,1,999,010401000,ST,,,3347f5e6b97b4bdf8bb0ae6176ee09e1,RoSAS
35190150UB,704926.0,4600012419.0,30.0,42.0,0,0,F,30.0,223,223.0,Z008,TB,0.0,0,0,1,,2100,,5300173748.0,3.0,1,42,010403000,ST,,,c507f5b31e444ad3abf8d746522a3fc5,"XGBOD, RoSAS"
00370781,701806.0,5500008700.0,10.0,4.0,4,60,F,,208,208.0,Z011,V5,1550.0,322,0.20774193548387096,100,E98,3000,,5300184838.0,0.0,2,14,140100000,ST,,,05cd7a4f008b4b8db436abab306eb3c8,"XGBOD, RoSAS"
00346784,708038.0,5500008172.0,10.0,14.0,14,84,F,,715,715.0,Z001,Y6,250.0,35991,143.964,1,E11,2800,,5300152424.0,0.0,1,84,080100000,ST,,,7b6ce337f7774742bd4cdd8b98c2da4a,XGBOD
21285600,715408.0,4600011252.0,10.0,42.0,0,0,F,,205,205.0,Z001,Z1,0.0,0,0,1,,2100,,5300436639.0,0.0,1,999,010403000,ST,,,80165ce2383b413b8e51466c65724b09,RoSAS
00311238,705490.0,4600009530.0,10.0,14.0,0,0,F,40.0,215,215.0,Z001,Z1,0.0,0,0,100,,2100,,5300098274.0,0.0,1,3,140700000,ST,,,6968200f95d948e4947d6d2fa363576f,"XGBOD, RoSAS"
31043702,2100.0,,0.0,0.0,0,0,F,41.0,233,233.0,Z003,Y4,1800.0,65212,36.22888888888889,1,E13,2800,2700.0,5300508603.0,0.0,1,49,060100000,ST,,,e29afd3bc9b34b389a793de357a9b7b4,XGBOD
00370423,700020.0,5500007493.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,1500.0,18404,12.269333333333334,100,E20,2000,,5300003625.0,0.0,1,13,140300000,ST,,,a6f1446d55974465b92e42fd51da210f,"XGBOD, RoSAS"
00370588,700020.0,5500001756.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,2890.0,30,0.010380622837370242,100,E20,2000,,5300058957.0,0.0,1,4,140100000,ST,,,bb96d6650848455396d72eb362a2bfe4,XGBOD
24354601,701528.0,4600012605.0,10.0,56.0,0,0,F,,233,233.0,Z011,Y4,0.0,0,0,100,E15,2100,,5300115192.0,0.0,1,56,060200000,ST,,,2313e1b205f94c7c9fdfa6f1d00529bd,RoSAS
60034674,702225.0,,0.0,0.0,0,0,F,,213,213.0,,EX,2080.0,89544,43.05,100,,2100,,5300449948.0,0.0,0,999,010102000,ST,,,f110c85adeac48df93e84e1de5af899d,XGBOD
21291200,715408.0,4600011440.0,10.0,42.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0,0,1,,2000,,5300435756.0,0.0,1,56,010403000,ST,,,d2da379c05ea499fb3391c19b3223902,RoSAS
60075205,701806.0,,0.0,0.0,0,0,F,42.0,208,208.0,Z011,V4,3670.0,12524,3.412534059945504,100,E98,2100,,5300499085.0,0.0,2,42,100202000,ST,,,e3501fab318d42e9a82a9370eaed498e,"XGBOD, RoSAS"
60014498,702686.0,5500007868.0,10.0,28.0,28,112,F,,715,715.0,Z003,Y4,40.0,22482,562.05,1,E13,2000,,5300362098.0,0.0,1,84,080100000,ST,,,9ffc343c815744d8bba62243f9a9967c,XGBOD
60062016,700230.0,,0.0,0.0,0,0,F,,216,216.0,Z001,Z1,20.0,1174,58.7,100,,2000,,5300430360.0,0.0,1,999,100202000,ST,,,08b054e0e5c24a7a91d6f242a7b6fc04,RoSAS
00131198,706085.0,5500009059.0,10.0,28.0,28,84,F,,203,203.0,Z011,Y5,20.0,38585,1929.25,1,E13,2100,,5300178154.0,0.0,1,56,070200000,ST,,,6012d7e6b2b74e27bfadc40273a1013b,"XGBOD, RoSAS"
00370158,700020.0,5500002083.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,4060.0,1604,0.39507389162561574,100,E20,2100,,5300001657.0,0.0,1,4,140100000,ST,,,cdc003af481e4e9fa6dcfb0223abaae3,XGBOD
23885509,701806.0,5500002055.0,10.0,4.0,4,60,F,,708,708.0,Z008,V5,440.0,11543,26.23409090909091,1,E98,2000,,5300186470.0,0.0,2,4,060200000,ST,,,dfe7ff7f0e164f07b97d94ca7f1a1110,"XGBOD, RoSAS"
01503228,2000.0,,0.0,0.0,0,0,F,40.0,202,202.0,Z008,Z6,1870.0,125165,66.93315508021391,100,,2100,3000.0,5300183555.0,0.0,1,3,040300000,ST,,,87fd40b81363431496d92abc606d37d0,XGBOD
00360518,701806.0,5500000802.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,3040.0,16081,5.289802631578947,100,E98,2000,,5300174245.0,0.0,2,4,140100000,ST,,,9f87ec137356475a9275ec39f8990bf2,RoSAS
00350149,700020.0,5500001552.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,780.0,3309,4.242307692307692,100,E20,2000,,5300094139.0,0.0,1,4,140200000,ST,,,57f9e5e36f974591a8bd58a565e75d56,XGBOD
33730303,2000.0,,0.0,0.0,0,0,F,72.0,211,211.0,Z012,Y2,0.0,0,0,1,E14,3000,3000.0,5300275709.0,0.0,1,28,010102000,ST,,,f89a80157ed843b08447094f1b3209bd,RoSAS
00370055,700020.0,5500003530.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,9840.0,67039,6.81290650406504,100,E20,2100,,5300020400.0,0.0,1,4,140200000,ST,,,dfa6072be6294ae29b2ddf495820578f,XGBOD
00311513,701306.0,4600012021.0,20.0,42.0,0,0,F,,202,202.0,Z001,Y9,1350.0,34461,25.526666666666667,1,E13,2100,,5300387810.0,0.0,1,182,030202000,ST,,,e305af45257646f0bc1e1be3f6dd9a8f,XGBOD
00131568,701165.0,4600012589.0,10.0,28.0,0,0,F,,202,202.0,Z011,Y5,420.0,198691,473.07380952380953,1,E13,2100,,5300317813.0,0.0,1,196,030100000,ST,,,0971024798ad4a89b9257fb7f8f60e94,XGBOD
00170020,700585.0,5500006391.0,10.0,14.0,14,182,F,,203,203.0,Z010,Y5,590.0,14041,23.798305084745763,1,E14,2000,,5300015890.0,0.0,1,14,060200000,ST,,,0c40abd4540f48b1bb053a8588e107f4,XGBOD
23044200,3000.0,,0.0,0.0,0,0,F,42.0,213,213.0,Z008,Z7,210.0,10263,48.871428571428574,100,,2100,2000.0,5300362976.0,0.0,1,3,010102000,ST,,,92707169546a42c7a01b12b43a250081,RoSAS
34060836,2100.0,,0.0,0.0,0,0,F,41.0,203,203.0,Z003,Y2,70.0,3323,47.47142857142857,1,E11,2700,2700.0,5300199186.0,0.0,1,14,030201000,ST,,,cb8c6754f2244ae7a5638872e1ba7ae1,XGBOD
01246026,2000.0,,0.0,0.0,0,0,F,40.0,216,216.0,Z012,Z2,2960.0,57564,19.447297297297297,100,,3000,3000.0,5300222674.0,0.0,1,999,010102000,ST,,,94c0fb6f53214680aab6876359d53d09,RoSAS
60071580,702686.0,5500007740.0,10.0,28.0,28,112,F,,715,715.0,Z003,Y4,0.0,0,0,1,E13,2000,,5300453975.0,0.0,1,84,080100000,ST,,,f86d4ed92204481dad7f9c607ef1ec7a,XGBOD
24354601,701528.0,4600012605.0,10.0,56.0,0,0,F,40.0,233,233.0,Z011,Y4,140.0,13309,95.06428571428572,100,E14,3000,,5300115192.0,0.0,1,56,060200000,ST,,,e91c6af9737d41ad87e87e86afa713f9,"XGBOD, RoSAS"
24047920,702225.0,,0.0,0.0,0,0,F,,998,998.0,Z001,Z1,0.0,0,0,1,,2100,,5300190382.0,3.0,1,999,550100000,ST,,,1b86d023b28c4cb787616c3904cd389e,RoSAS
23051114,2000.0,,0.0,0.0,0,0,F,40.0,216,216.0,Z012,Z1,0.0,0,0,100,,3000,3000.0,5300229790.0,0.0,1,48,060100000,ST,,,72754b6da78e4171af175a2e3d0cf7ed,RoSAS
60059523,708094.0,4600012659.0,10.0,21.0,0,0,F,,211,211.0,Z001,Y3,530.0,66785,126.00943396226415,100,E15,2100,,5300430587.0,0.0,1,35,060100000,ST,,,564866d963694171a8685b4ffb412d08,RoSAS
60020762,2000.0,,0.0,0.0,0,0,F,40.0,231,231.0,Z001,Z7,0.0,0,0,100,,2100,3000.0,5300379258.0,0.0,1,42,100202000,ST,,,c945bd21da7445348c4ddf617e24b02e,RoSAS
00120981,708551.0,5500005240.0,20.0,14.0,14,60,F,,708,708.0,Z010,Y6,170.0,742,4.364705882352941,100,E14,2000,,5300149353.0,0.0,1,60,070400000,ST,,,5fbfa1ba2edc4219b14fe1ac0b070c33,XGBOD
33792101,700535.0,,0.0,0.0,0,0,F,,233,233.0,Z011,Z3,2690.0,3977018,1478.4453531598513,1,,2000,,5300090494.0,0.0,1,21,110200000,ST,,,2ce29055b7484b4f8939a21aa3a045f5,XGBOD
60058655,701834.0,,0.0,0.0,0,0,F,,206,206.0,Z001,X1,15800.0,1115164,70.58,100,,2000,,5300449168.0,0.0,1,50,530300000,ST,,,9fa7a9ff70214f939e3358d21f1718a7,RoSAS
00110288,702584.0,5500004572.0,10.0,28.0,28,84,F,,203,203.0,Z010,Y9,180.0,75044,416.9111111111111,1,E13,2100,,5300360256.0,0.0,1,28,070700000,ST,,,337b00fb11b24711abd462fb13d7c836,"XGBOD, RoSAS"
31010102UB,701165.0,4600012617.0,20.0,28.0,0,0,F,41.0,202,202.0,Z011,Y3,0.0,0,0,1,E13,2000,,5300039224.0,0.0,1,196,040100000,ST,,,38cb68e52b6b4f30beb16b83e9a09348,"XGBOD, RoSAS"
00311519,701806.0,5500002063.0,10.0,4.0,4,60,F,,708,708.0,Z008,V5,31880.0,72448,2.2725219573400253,100,E98,3000,,5300193399.0,0.0,2,4,140100000,ST,,,78908191ecf64e5b95b6deec03e22a70,"XGBOD, RoSAS"
60113481,701806.0,,0.0,0.0,0,0,F,,208,208.0,Z011,V5,10.0,3,0.3,100,E98,2000,,5300528704.0,0.0,2,14,140000000,ST,,,f07e3ba25a44457a84ea0b00b22467c4,RoSAS
00360644,701806.0,5500004889.0,10.0,4.0,4,60,F,,708,708.0,Z011,V4,30650.0,21653,0.7064600326264274,100,E98,3000,,5300354925.0,0.0,2,4,140100000,ST,,,430f376793314327bf60b2e3172550e9,XGBOD
00430507,709722.0,4600012315.0,10.0,112.0,0,0,F,,203,203.0,Z008,Y9,13520.0,750741,55.52818047337278,1,E13,3000,,5300178446.0,0.0,1,21,050400000,ST,,,1601482ad7cf47459a3cf7029dc62a9e,RoSAS
00370610,701806.0,5500000363.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,3470.0,25778,7.428818443804035,100,E98,2000,,5300174046.0,0.0,2,4,140100000,ST,,,399abe2db69e45639ee02cb41e4ba8c2,RoSAS
00310772,703013.0,,0.0,0.0,0,0,F,,215,215.0,Z002,Y3,0.0,0,0,1,E13,2000,,5300003928.0,0.0,15,49,110400000,ST,,,96e9cbc415b3403a88cec45f7347d72e,XGBOD
00380167,701806.0,5500000829.0,20.0,7.0,7,60,F,,708,708.0,Z002,V4,128000.0,2657,0.0207578125,1000,E98,2100,,5300178709.0,0.0,1,3,510000000,MM,,,7c16d54fe4d04104a8cd5a4809f187a2,XGBOD
01550705,702107.0,,0.0,0.0,0,0,F,,203,203.0,Z001,Y8,97720.0,943487,9.655004093327875,100,E11,2000,,5300030797.0,0.0,1,120,100202000,ST,,,90890ce4a7b2495fa4d98a3085813bad,"XGBOD, RoSAS"
35160761UB,700000.0,4600012643.0,20.0,42.0,0,0,F,,223,223.0,Z001,V3,0.0,0,0,1,E19,2100,,5300156718.0,0.0,1,999,010102000,ST,,,33bd0f3d94f14439b5af3e2e79756176,RoSAS
04006573,707144.0,,0.0,0.0,0,0,F,,279,279.0,Z001,Y4,15650.0,3179811,203.18281150159746,1,E11,3000,,5300143381.0,0.0,1,70,550100000,ST,,,d54d7a9469934ce29e4e66dd14fe49fe,RoSAS
00111473,2000.0,,0.0,0.0,0,0,F,40.0,212,212.0,Z012,Y9,90.0,0,0.0,1,E13,3000,3000.0,5300201871.0,0.0,1,999,070800000,ST,,,1d4bb85c8d31400885dc03cc78501120,RoSAS
00370497,700020.0,5500002305.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,910.0,5006,5.501098901098901,100,E20,2100,,5300004026.0,0.0,1,4,140700000,ST,,,d531f725daad4c8aa11eb8b35180e00e,XGBOD
00392497,701979.0,,0.0,0.0,0,0,F,42.0,206,206.0,Z001,Z1,0.0,0,0,1,,2000,,5300173660.0,0.0,1,1,520300000,ST,,,5085213cadd648f0affd812938443080,RoSAS
00360478,700020.0,5500001660.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,7590.0,1602,0.21106719367588933,100,E20,2000,,5300019755.0,0.0,1,4,140100000,ST,,,1b3319ccbdb8490db51cddeb808d2819,XGBOD
00341184,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z009,Z0,140.0,8206,58.614285714285714,1,,2100,2100.0,5300183465.0,0.0,1,3,550100000,ST,,,60d5f035bd0b48bb8e3a0e05d21e379f,XGBOD
00130198,700049.0,5500008231.0,10.0,14.0,14,60,F,,703,703.0,Z011,Y5,60.0,22740,379.0,1,E11,2000,,5300011846.0,0.0,1,14,070200000,ST,,,e8a5dcfddde140efa9e71e7a1bb7472c,"XGBOD, RoSAS"
23010204,701806.0,5500003516.0,10.0,4.0,4,60,F,,708,708.0,Z008,V5,70190.0,158921,2.2641544379541245,100,E98,2000,,5300377238.0,0.0,2,4,140100000,ST,,,bfbe6faae9df497ca06ccaa34d763d51,"XGBOD, RoSAS"
34955500UB,702399.0,5500000228.0,20.0,14.0,14,56,F,,228,228.0,Z001,Y2,0.0,0,0,1,E14,2100,,5300064232.0,0.0,1,56,010401000,ST,,,ad3f873b29084b2b8fffb6015cc74abe,RoSAS
25020735,702779.0,,0.0,0.0,0,0,F,,276,276.0,Z012,Y3,50.0,18501,370.02,1,E11,3000,,,,1,28,080100000,ST,,,1298fff43cd34a4db7e4501e5ba9d09e,XGBOD
00230191,702565.0,4600007461.0,10.0,14.0,0,0,F,40.0,206,206.0,Z003,Y6,0.0,0,0,100,E15,2100,,5300149582.0,0.0,1,3,090400000,ST,,,5023658733664a5bb8bca2896d284989,"XGBOD, RoSAS"
34686700,715408.0,,0.0,0.0,0,0,F,,998,998.0,Z001,Z1,0.0,0,0,1,,2100,,,,1,999,010403000,ST,,,5f119951638b48988fe3726e22cfd7d5,XGBOD
35192170,708094.0,4600012613.0,10.0,35.0,0,0,F,,211,211.0,Z001,Y3,40.0,1101,27.525,100,E15,2000,,5300469887.0,0.0,1,35,070500000,ST,,,e81f08071fb84ae88854bea73df358f0,RoSAS
01246020,2000.0,,0.0,0.0,0,0,F,40.0,212,212.0,Z012,Z1,0.0,0,0,1,,3000,3000.0,5300222669.0,0.0,1,999,550100000,ST,,,a5469ef15512402a825850f6fd64608d,RoSAS
23041302,701165.0,4600012410.0,10.0,28.0,0,0,F,,202,202.0,Z011,Y3,320.0,10093,31.540625,1,E13,2100,,5300039328.0,0.0,1,196,060100000,ST,,,a94ae074ae834929a7f2882d4eb7bcad,"XGBOD, RoSAS"
21271802,701165.0,4600012199.0,20.0,28.0,0,0,F,,202,202.0,Z011,Y5,21510.0,1015748,47.22212924221292,100,E13,2000,,5300144030.0,0.0,1,196,060000000,ST,,,f1f6c72570c445678d85a39e5ba43e93,"XGBOD, RoSAS"
60021349,714106.0,5500007174.0,10.0,42.0,42,42,F,,213,213.0,Z008,TB,0.0,0,0,1,,2100,,5300409234.0,3.0,1,63,010403000,ST,,,ce44ab6b1a614de398e49937842f7098,"XGBOD, RoSAS"
