Contract Position,Base unit,Product group,Procurement type,Total value,Material master time,Buyer,Contract,Fixed contract 1,Plant,Information record type,Total quantity,Material number,Purchasing group,Supplier,Price unit,Fulfillment time,Calendar,Special procurement type,Purchasing lot size,Plant information record,Information record number,Dispatcher,Fixed contract 2,anomaly
0.0,ST,40100000,F,2874877,105,202.0,,0.0,2000,0.0,30080.0,34063506UB,Z011,716090.0,1,0.0,E15,,Y9,,5300464564.0,202,0.0,1
20.0,ST,30202000,F,913696,182,202.0,4600012130.0,0.0,2000,0.0,3610.0,60034846,Z001,701306.0,1,42.0,E13,,Y9,,5300507501.0,202,0.0,1
20.0,ST,30202000,F,1014408,182,202.0,4600012030.0,0.0,3000,0.0,20330.0,00311358,Z001,701306.0,1,42.0,E13,,Y9,,5300387808.0,202,0.0,1
10.0,ST,40400000,F,652559,196,202.0,4600012675.0,0.0,2000,0.0,14390.0,24155501,Z011,701165.0,1,28.0,E13,,Y6,,5300030661.0,202,0.0,1
0.0,ST,40400000,F,1140903,196,202.0,,0.0,2000,0.0,11630.0,24146504UB,Z011,701165.0,1,0.0,E13,,Y3,,5300148824.0,202,0.0,1
0.0,ST,40100000,F,4101495,140,202.0,,0.0,2100,0.0,9810.0,95183401UB,Z010,707587.0,1,0.0,,,Z3,,5300162165.0,202,0.0,1
0.0,ST,40100000,F,3181564,105,202.0,,0.0,2000,0.0,12050.0,34069811UB,Z011,716090.0,1,0.0,E15,,Y9,,5300464533.0,202,0.0,1
10.0,ST,30202000,F,1189156,182,202.0,4600012633.0,0.0,3000,0.0,3830.0,00311350,Z001,701306.0,1,42.0,E13,,Y5,,5300387806.0,202,0.0,1
10.0,ST,30202000,F,1833843,182,202.0,4600012507.0,0.0,3000,0.0,5420.0,24041571,Z001,701306.0,1,42.0,E13,,Y9,,5300425304.0,202,0.0,1
0.0,ST,40100000,F,2585024,105,202.0,,0.0,2000,0.0,4780.0,34060806UB,Z011,716090.0,1,0.0,E15,,Y2,,5300464554.0,202,0.0,1
0.0,ST,40100000,F,4101495,140,202.0,,0.0,2100,0.0,9810.0,95183401UB,Z010,714198.0,1,0.0,,,Z3,,5300411197.0,202,0.0,1
10.0,ST,40400000,F,1313356,200,202.0,4600012301.0,0.0,2000,0.0,7030.0,34071801UB,Z005,700074.0,1,28.0,,,Z2,,5300150444.0,202,0.0,1
10.0,ST,30202000,F,2996429,182,202.0,4600012562.0,0.0,2000,0.0,7550.0,60034843,Z003,701306.0,1,42.0,E13,,Y2,,5300499791.0,202,0.0,1
0.0,ST,40100000,F,4607301,105,202.0,,0.0,2000,0.0,10830.0,34063501UB,Z011,709868.0,1,0.0,E13,,Y9,,5300169163.0,202,0.0,1
40.0,ST,40400000,F,21037,196,202.0,4600012165.0,0.0,2000,0.0,2000.0,31010104,Z011,701165.0,1,28.0,E13,,Y6,,5300039253.0,202,0.0,1
10.0,ST,80400000,F,11928214,112,215.0,4600012513.0,0.0,2000,0.0,6310.0,60040124,Z001,709574.0,1,112.0,,,Z3,,5300406806.0,215,0.0,1
0.0,ST,80100000,F,0,3,215.0,,0.0,3000,,0.0,60045019,Z012,2000.0,1,0.0,,,Z1,,,215,0.0,1
0.0,ST,80300000,F,2752967,105,215.0,,0.0,3000,0.0,1210.0,00345091,Z012,2000.0,1,0.0,E13,40.0,Y6,2100.0,5300210603.0,215,0.0,1
0.0,ST,80100000,F,1625,112,215.0,,0.0,3000,,50.0,04005887,Z003,702686.0,1,0.0,E13,,Y4,,,215,0.0,1
0.0,ST,80300000,F,0,70,215.0,,0.0,3000,,0.0,00341324,Z001,715521.0,1,0.0,E13,,Y3,,,215,0.0,1
20.0,ST,80200000,F,81319,42,715.0,5500000849.0,14.0,2100,0.0,650.0,00346478,Z008,708235.0,1,14.0,E13,,Y7,,5300137072.0,715,42.0,1
20.0,ST,80100000,F,109938,84,715.0,5500001956.0,28.0,2100,0.0,230.0,00346328,Z003,702686.0,1,28.0,E13,,Y6,,5300095666.0,715,112.0,1
10.0,ST,80100000,F,11934,84,715.0,5500007866.0,28.0,2000,0.0,130.0,00347356,Z003,702686.0,100,28.0,E13,,Y6,,5300527566.0,715,112.0,1
10.0,ST,90100000,F,2390205,56,208.0,4600012271.0,0.0,2000,0.0,23330.0,60034123,Z011,700985.0,1,56.0,E13,,Y9,,5300385152.0,208,0.0,1
10.0,ST,140700000,F,421,60,708.0,5500007411.0,4.0,2100,0.0,570.0,00160086,Z011,701806.0,100,4.0,E98,,V5,,5300174052.0,708,60.0,1
0.0,ST,90100000,F,2406733,360,208.0,,0.0,3000,0.0,5680.0,95110360,Z012,718056.0,1,0.0,,,Z2,,5300544652.0,208,0.0,1
10.0,ST,90100000,F,141419,42,208.0,4600012272.0,0.0,2000,0.0,21960.0,00240180,Z011,700985.0,1,42.0,E13,,Y9,,5300010225.0,208,0.0,1
0.0,ST,0,F,6244749,62,208.0,,0.0,2000,0.0,17260.0,60119499,Z001,703002.0,1,0.0,,,Z1,,5300538122.0,208,0.0,1
0.0,ST,100202000,F,991203,85,215.0,,0.0,2000,0.0,70.0,24592702,Z001,709909.0,1,0.0,,,Z1,,5300170153.0,215,0.0,1
0.0,ST,80400000,F,30415818,98,215.0,,0.0,3000,0.0,49260.0,00346124,Z009,703531.0,1,0.0,E15,,Y6,,5300079357.0,215,0.0,1
0.0,ST,80100000,F,1659489,3,215.0,,0.0,3000,0.0,1050.0,00345240,Z012,2000.0,1,0.0,E13,40.0,Y2,3000.0,5300210690.0,215,0.0,1
0.0,ST,80100000,F,0,3,215.0,,0.0,3000,,0.0,60045015,Z012,2000.0,1,0.0,,40.0,Z1,,,215,0.0,1
10.0,ST,80800000,F,12440054,365,215.0,4600012164.0,0.0,2000,0.0,5170.0,00341363,Z001,700808.0,1,365.0,,30.0,X1,,5300113375.0,215,0.0,1
0.0,ST,80800000,F,14038482,5,215.0,,0.0,2000,3.0,11490.0,00347015,Z001,702282.0,1,0.0,,30.0,Z3,,5300427444.0,215,0.0,1
0.0,ST,550100000,F,1576788,84,215.0,,0.0,2000,3.0,580.0,24246310,Z001,700415.0,1,0.0,,30.0,Z3,,5300139638.0,215,0.0,1
0.0,ST,550100000,F,3404189,84,215.0,,0.0,3000,0.0,10510.0,24141200,Z001,700415.0,1,0.0,,30.0,Z3,,5300123048.0,215,0.0,1
0.0,ST,80300000,F,0,3,215.0,,0.0,2100,,0.0,00345069,Z003,2000.0,1,0.0,E13,40.0,Y2,,,215,0.0,1
0.0,ST,80100000,F,6840199,3,215.0,,0.0,3000,0.0,12230.0,00345229,Z012,2000.0,1,0.0,E13,40.0,Y5,3000.0,5300180662.0,215,0.0,1
0.0,ST,80100000,F,0,3,215.0,,0.0,2100,,0.0,04005887,Z003,2000.0,1,0.0,E13,40.0,Y6,,,215,0.0,1
0.0,ST,80300000,F,0,3,215.0,,0.0,2100,,0.0,00341661,Z001,2000.0,1,0.0,E13,40.0,Y4,,,215,0.0,1
0.0,ST,80300000,F,1402399,350,215.0,,0.0,2100,0.0,100.0,00341216,Z001,704793.0,1,0.0,,,Z1,,5300070573.0,215,0.0,1
0.0,ST,80300000,F,0,3,215.0,,0.0,2100,,0.0,00347596,Z001,2000.0,1,0.0,E13,40.0,Y2,,,215,0.0,1
10.0,ST,80800000,F,0,3,215.0,4600007559.0,0.0,2100,3.0,0.0,00340616UB,Z001,700808.0,1,140.0,,40.0,Z0,,5300010654.0,215,0.0,1
10.0,ST,90300000,F,106,70,208.0,4600012545.0,0.0,3000,0.0,300.0,00265196,Z011,700223.0,100,70.0,E13,,Y2,,5300171572.0,208,0.0,1
0.0,ST,90100000,F,4545625,360,208.0,,0.0,3000,0.0,11650.0,00240231,Z008,2000.0,1,0.0,,,Z3,3000.0,5300205378.0,208,0.0,1
0.0,ST,100202000,F,0,3,208.0,,0.0,2100,,0.0,04008055,Z001,706693.0,100,0.0,,,Z1,,,208,0.0,1
,ST,70300000,F,94105,60,708.0,,14.0,2100,0.0,1100.0,60027654,Z010,2000.0,100,14.0,E11,40.0,Y6,,5300380387.0,708,42.0,1
,ST,140100000,F,8229,42,708.0,,4.0,3000,0.0,520.0,00360446,Z011,2000.0,1,4.0,E20,40.0,X4,,5300019601.0,708,60.0,1
,ST,100202000,F,124,28,708.0,,4.0,3000,0.0,240.0,00200196,Z011,2000.0,100,4.0,E20,40.0,X4,,5300383846.0,708,60.0,1
,ST,80600000,F,19661,70,708.0,,4.0,3000,3.0,1380.0,00341261,Z011,2000.0,100,4.0,E98,40.0,V5,,5300408072.0,708,60.0,1
,ST,140100000,F,781,126,708.0,,4.0,3000,0.0,1320.0,00370913,Z011,2000.0,100,4.0,E20,40.0,X4,,5300176958.0,708,60.0,1
,ST,80600000,F,19661,70,708.0,,4.0,3000,0.0,1380.0,00341261,Z011,2000.0,100,4.0,E98,40.0,V5,,5300408072.0,708,60.0,1
0.0,ST,110600000,F,1646056,104,208.0,,0.0,3000,3.0,6640.0,00310954,Z001,703002.0,1,0.0,E11,30.0,Y9,,5300004821.0,208,0.0,1
0.0,ST,110600000,F,2925776,84,208.0,,0.0,2100,3.0,12080.0,00311580,Z001,703002.0,1,0.0,E11,30.0,Y9,,5300358288.0,208,0.0,1
0.0,ST,140100000,F,0,56,208.0,,0.0,3000,,0.0,60022091,Z008,2000.0,100,0.0,,40.0,Z2,,,208,0.0,1
0.0,ST,110600000,F,2925776,84,208.0,,0.0,2100,0.0,12080.0,00311580,Z001,703002.0,1,0.0,E11,30.0,Y9,,5300358288.0,208,0.0,1
0.0,ST,110600000,F,1472206,84,208.0,,0.0,3000,3.0,6590.0,00311211,Z001,703002.0,1,0.0,E11,30.0,Y9,,5300093836.0,208,0.0,1
0.0,ST,110600000,F,1646056,104,208.0,,0.0,3000,0.0,6640.0,00310954,Z001,703002.0,1,0.0,E11,30.0,Y9,,5300004821.0,208,0.0,1
0.0,ST,110600000,F,1472206,84,208.0,,0.0,3000,0.0,6590.0,00311211,Z001,703002.0,1,0.0,E11,30.0,Y9,,5300093836.0,208,0.0,1
10.0,ST,60100000,F,11712,4,208.0,5500006908.0,4.0,2000,0.0,1870.0,23014502,Z011,701806.0,100,4.0,E98,,V5,,5300186471.0,208,60.0,1
10.0,ST,60100000,F,120794,4,208.0,5500008593.0,4.0,2100,0.0,8160.0,24047006,Z011,701806.0,100,4.0,E98,,V4,,5300195404.0,208,60.0,1
10.0,ST,100202000,F,237,4,208.0,5500007459.0,4.0,2100,0.0,40.0,00200193,Z011,700020.0,1,4.0,E20,,X4,,5300173133.0,208,60.0,1
10.0,ST,90100000,F,637921,180,208.0,5500009070.0,30.0,2000,0.0,460.0,60024729,Z008,707032.0,1,30.0,,,Z2,,5300378762.0,208,180.0,1
10.0,ST,140100000,F,5718,4,208.0,5500008261.0,4.0,2800,0.0,3910.0,00360414,Z011,701806.0,100,4.0,E98,,V5,,5300358384.0,208,60.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005198,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,140700000,F,0,999,208.0,,0.0,2100,,0.0,04005258,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005266,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,140100000,F,0,999,208.0,,0.0,2100,,0.0,04005264,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005199,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005206,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005210,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005209,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005260,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005196,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005257,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,140700000,F,0,999,208.0,,0.0,2100,,0.0,04005193,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,90300000,F,0,999,208.0,,0.0,2100,,0.0,04005265,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005191,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,140000000,F,0,999,208.0,,0.0,2100,,0.0,04005267,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005190,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,140100000,F,0,999,208.0,,0.0,2100,,0.0,04005231,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005234,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005262,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005270,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005214,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005202,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005235,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005197,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005263,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005194,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005216,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005189,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005227,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,140100000,F,0,999,208.0,,0.0,2100,,0.0,04005268,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005255,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005228,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005212,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
0.0,ST,130000000,F,0,999,208.0,,0.0,2100,,0.0,04005211,Z001,706943.0,1000,0.0,,,Z1,,,208,0.0,1
10.0,ST,140200000,F,2095,4,708.0,5500006805.0,4.0,3000,0.0,3990.0,00350113,Z011,701806.0,1000,4.0,E98,,V5,,5300174071.0,708,60.0,1
10.0,ST,140700000,F,8256,4,708.0,5500004821.0,4.0,3000,0.0,6290.0,00370060,Z011,700020.0,100,4.0,E20,,X4,,5300020424.0,708,60.0,1
20.0,ST,90300000,F,4054037,7,708.0,5500000195.0,21.0,2000,0.0,103460.0,00270365,Z011,709310.0,1,21.0,E13,,Y9,,5300156989.0,708,91.0,1
10.0,ST,530104000,F,935,21,708.0,5500004833.0,4.0,3000,0.0,190.0,00200162,Z011,700020.0,100,4.0,E20,,X4,,5300383855.0,708,60.0,1
20.0,ST,90300000,F,211257,21,708.0,5500000194.0,21.0,2000,0.0,4780.0,00270366,Z011,709310.0,1,21.0,E13,,Y2,,5300156990.0,708,91.0,1
0.0,ST,80100000,F,7899,3,215.0,,0.0,3000,,30.0,60036556,Z012,2000.0,1,0.0,,40.0,Z1,,,215,0.0,1
0.0,ST,80100000,F,61741,3,215.0,,0.0,2100,,30.0,00346032,Z001,3000.0,1,0.0,E13,42.0,Y2,,,215,0.0,1
0.0,ST,80300000,F,0,140,215.0,,0.0,2000,0.0,0.0,00341661,Z001,715521.0,1,0.0,E13,,Y3,,5300448626,215,0.0,1
0.0,ST,80900000,F,0,84,215.0,,0.0,2100,,0.0,00345192,Z001,,1,0.0,E13,,Y2,,,215,0.0,1
10.0,ST,80400000,F,2594492,98,215.0,4600012956.0,0.0,2000,0.0,8390.0,00346300,Z001,715691.0,1,98.0,E11,,Y5,,5300454578.0,215,0.0,1
0.0,ST,80300000,F,0,42,215.0,,0.0,2100,,0.0,00346525,Z001,715521.0,1,0.0,E13,,Y4,,,215,0.0,1
0.0,ST,80300000,F,1072668,3,215.0,,0.0,3000,0.0,540.0,60034277,Z012,2000.0,1,0.0,,40.0,Z1,3000.0,5300504092.0,215,0.0,1
20.0,ST,80100000,F,1782099,84,715.0,5500002135.0,150.0,2000,0.0,4240.0,00345265,Z001,711970.0,1,150.0,E13,,Y5,,5300193915.0,715,150.0,1
10.0,ST,90400000,F,5283,14,715.0,5500004673.0,14.0,2000,0.0,2540.0,00230015,Z001,712009.0,1,14.0,E13,,Y2,,5300194578.0,715,112.0,1
10.0,ST,550100000,F,"17507,10",42,223.0,4600012810.0,0.0,2000,0.0,67.0,01506500,Z001,700000.0,1,42.0,E20,,X9,,5300425566.0,223,0.0,1
20.0,ST,10403000,F,"18432,96",56,223.0,4600012085.0,0.0,2000,3.0,8.0,60008641,Z004,715408.0,1,42.0,,30.0,TB,,5300436537.0,223,0.0,1
50.0,ST,10403000,F,"5852,16",56,223.0,4600012887.0,0.0,2100,0.0,2.0,34941500,Z004,715408.0,1,56.0,,,TB,,5300436350.0,223,0.0,1
60.0,ST,10403000,F,"42657,89",56,223.0,4600012134.0,0.0,2000,3.0,11.0,34686000,Z004,715408.0,1,56.0,,30.0,TB,,5300436124.0,223,0.0,1
10.0,ST,10402000,F,,42,213.0,5500008557.0,42.0,2100,3.0,0.0,60044273,Z008,709741.0,1,42.0,E18,30.0,V9,,5300408326.0,213,42.0,1
0.0,ST,10403000,F,17.000,56,213.0,,0.0,2100,0.0,8.0,23255700,Z008,714899.0,1,0.0,E14,,Y6,,5300467250.0,213,0.0,1
0.0,ST,10403000,F,2000,42,213.0,,0.0,2100,0.0,1.0,23255100,Z008,714899.0,1,0.0,E14,,Y6,,5300545754.0,213,0.0,1
10.0,ST,550100000,F,,63,213.0,5500008917.0,42.0,2100,3.0,,24044400,Z004,702225.0,1,42.0,,30.0,TB,,5300185985.0,213,112.0,1
0.0,ST,10402000,F,2047951,56,213.0,,0.0,2000,0.0,,60045433,Z008,702225.0,1,0.0,,,TB,,5300413999.0,213,0.0,1
10.0,ST,10403000,F,0,42,213.0,5500006584.0,42.0,2100,3.0,0.0,60031306,Z008,702225.0,1,42.0,,30.0,TB,,5300389522.0,213,112.0,1
10.0,ST,550100000,F,,42,213.0,5500006575.0,42.0,2100,0.0,,60026566,Z004,702225.0,1,42.0,,,TB,,5300378752.0,213,98.0,1
10.0,ST,10403000,F,,42,213.0,5500006172.0,42.0,2100,3.0,,60091684,Z008,704926.0,1,42.0,E20,30.0,X5,,5300494362.0,213,42.0,1
10.0,ST,10403000,F,0,2,213.0,4600007913.0,0.0,2000,3.0,0.0,28262400,Z003,700235.0,1,56.0,,41.0,TB,,5300111582.0,213,0.0,1
30.0,ST,10403000,F,0,42,213.0,5500008897.0,42.0,2000,3.0,0.0,60075086,Z008,709741.0,1,42.0,E20,,X5,,5300496816.0,213,42.0,1
20.0,ST,10403000,F,0,63,213.0,5500008899.0,42.0,2000,3.0,0.0,60031482,Z008,702225.0,1,42.0,,30.0,TB,,5300389523.0,213,112.0,1
10.0,ST,10403000,F,,42,213.0,5500006269.0,42.0,2100,3.0,,60091626,Z008,709741.0,1,42.0,E20,30.0,X5,,5300494411.0,213,42.0,1
0.0,ST,10403000,F,,56,213.0,,0.0,2100,0.0,,23695601,Z008,714899.0,1,0.0,E14,,Y6,,5300467245.0,213,0.0,1
0.0,ST,10403000,F,,63,213.0,,0.0,2000,0.0,,23100600UB,Z008,702225.0,1,0.0,,,TB,,5300430089.0,213,0.0,1
0.0,ST,10403000,F,,63,213.0,,0.0,2000,3.0,,23100600UB,Z008,700119.0,1,0.0,,,TB,,5300064464.0,213,0.0,1
10.0,ST,10401000,F,,42,213.0,5500006540.0,42.0,2100,0.0,,23246300,Z008,702225.0,1,42.0,,,Z3,,5300057859.0,213,84.0,1
0.0,ST,10404000,F,,70,213.0,,0.0,2000,0.0,10.0,24920350UB,Z008,708673.0,1,0.0,,30.0,TB,,5300381654.0,213,0.0,1
10.0,ST,10403000,F,0,42,213.0,5500006449.0,42.0,2100,3.0,0.0,60075082,Z008,709741.0,1,42.0,E20,,X5,,5300496813.0,213,42.0,1
0.0,ST,10502000,F,0,42,213.0,,0.0,2000,,0.0,36020498,Z001,701098.0,1,0.0,,,Z1,,,213,0.0,1
10.0,ST,550100000,F,0,42,213.0,5500006544.0,42.0,3000,0.0,0.0,23279900,Z004,702225.0,1,42.0,,40.0,TB,,5300082580.0,213,98.0,1
0.0,ST,550100000,F,,63,213.0,,0.0,2000,0.0,,24607100,Z004,702225.0,1,0.0,,,TB,,5300125683.0,213,0.0,1
0.0,ST,10501000,F,9044,56,213.0,,0.0,3000,0.0,323.0,23056300,Z008,702225.0,1,0.0,,,Z1,,5300148322.0,213,0.0,1
10.0,ST,10403000,F,0,2,213.0,4600007912.0,0.0,2000,3.0,0.0,28262300,Z003,700235.0,1,56.0,,41.0,TB,,5300111581.0,213,0.0,1
20.0,ST,10402000,F,,42,213.0,5500008557.0,42.0,2100,3.0,,60044367,Z008,709741.0,1,42.0,E18,30.0,V9,,5300408325.0,213,42.0,1
20.0,ST,550100000,F,5691776,42,213.0,5500006576.0,42.0,2100,3.0,67840.0,95194424,Z004,702225.0,100,42.0,,30.0,TB,,5300193309.0,213,84.0,1
20.0,ST,10402000,F,0,42,213.0,5500008898.0,42.0,2000,3.0,0.0,60044367,Z008,709741.0,1,42.0,E18,30.0,V9,,5300408325.0,213,42.0,1
10.0,ST,10403000,F,0,42,213.0,5500006583.0,42.0,2000,3.0,0.0,60031306,Z008,702225.0,1,42.0,,30.0,TB,,5300389522.0,213,112.0,1
10.0,ST,10403000,F,0,49,213.0,5500004789.0,42.0,2000,3.0,0.0,60012504,Z008,704926.0,1,42.0,E14,30.0,Y9,,5300392188.0,213,42.0,1
0.0,ST,10401000,F,,49,213.0,,0.0,2100,0.0,,23481200,Z008,702225.0,1,0.0,,,Z1,,5300057780.0,213,0.0,1
10.0,ST,550100000,F,,63,213.0,4600007877.0,0.0,2000,3.0,60.0,23247400,Z004,702225.0,1,14.0,,42.0,TB,,5300022312.0,213,0.0,1
10.0,ST,30202000,F,0,21,203.0,5500006387.0,14.0,2100,0.0,0.0,60036759,Z010,700585.0,1,14.0,E14,,Y5,,5300388784.0,203,182.0,1
0.0,ST,50300000,F,76766,1,203.0,,0.0,2000,,620.0,00330199,Z012,3000.0,1,0.0,E13,42.0,Y2,,,203,0.0,1
10.0,ST,90400000,F,26277,56,203.0,4600012575.0,0.0,3000,0.0,5080.0,00230239,Z005,700985.0,1,84.0,E13,,Y2,,5300076331.0,203,0.0,1
10.0,ST,70200000,F,51866,21,203.0,5500009048.0,21.0,3000,0.0,380.0,00130207,Z011,700049.0,1,21.0,E11,,Y5,,5300011904.0,203,60.0,1
10.0,ST,140700000,F,58216,14,203.0,5500007092.0,14.0,2100,0.0,5110.0,00170070,Z010,700585.0,1,14.0,E14,,Y5,,5300016250.0,203,182.0,1
10.0,ST,70200000,F,1092835,56,203.0,5500009058.0,28.0,2100,0.0,350.0,60027351,Z011,706085.0,1,28.0,E13,,Y5,,5300387610.0,203,84.0,1
0.0,ST,130700000,F,0,365,203.0,,0.0,2000,,0.0,00300531,Z010,700368.0,100,0.0,E11,,Y9,,,203,0.0,1
10.0,ST,30203000,F,0,56,203.0,4600010906.0,0.0,2000,0.0,0.0,23246106UB,Z010,700585.0,1,56.0,E14,,Y5,,5300057715.0,203,0.0,1
10.0,ST,60200000,F,54574,14,203.0,5500008027.0,14.0,2100,0.0,160.0,19210200,Z010,700585.0,1,14.0,E14,,Y5,,5300094720.0,203,182.0,1
10.0,ST,10403000,F,0,56,223.0,4600012420.0,0.0,2800,3.0,0.0,34732800,Z004,715408.0,1,42.0,,30.0,TB,,5300436333.0,223,0.0,1
70.0,ST,10403000,F,0,56,223.0,4600012132.0,0.0,2000,3.0,0.0,34669500,Z004,715408.0,1,56.0,,30.0,TB,,5300436667.0,223,0.0,1
50.0,ST,10401000,F,0,42,223.0,4600011849.0,0.0,2100,3.0,0.0,24362800UB,Z010,716048.0,1,42.0,,30.0,Z2,,5300468047.0,223,0.0,1
10.0,ST,10403000,F,0,56,223.0,4600011858.0,0.0,2100,3.0,0.0,60010192,Z004,715408.0,1,42.0,,30.0,TB,,5300436585.0,223,0.0,1
10.0,ST,10403000,F,0,56,223.0,4600012420.0,0.0,2100,3.0,0.0,34732800,Z004,715408.0,1,42.0,,30.0,TB,,5300436333.0,223,0.0,1
20.0,ST,550100000,F,0,42,223.0,4600012657.0,0.0,2100,1.0,0.0,33332600,Z001,700000.0,1,42.0,E19,,V3,,5300387099.0,223,0.0,1
10.0,ST,10403000,F,0,56,223.0,4600012134.0,0.0,2100,3.0,0.0,34686000,Z004,715408.0,1,56.0,,30.0,TB,,5300436124.0,223,0.0,1
10.0,ST,10501000,F,0,14,223.0,4600010139.0,0.0,2100,1.0,0.0,01506900,Z001,700000.0,1,14.0,E19,,V2,,5300030404.0,223,0.0,1
30.0,ST,10402000,F,0,56,223.0,4600012721.0,0.0,2000,3.0,0.0,31240300,Z004,715408.0,1,56.0,,30.0,TB,,5300436166.0,223,0.0,1
0.0,ST,10102000,F,0,28,223.0,,0.0,2000,,0.0,01150211,Z001,701263.0,1,0.0,,,Z1,,,223,0.0,1
0.0,ST,10403000,F,0,56,223.0,,0.0,2000,3.0,0.0,34686700,Z004,715408.0,1,0.0,,30.0,TB,,5300436391,223,0.0,1
40.0,ST,10403000,F,0,56,223.0,4600012721.0,0.0,2000,3.0,0.0,31260200,Z004,715408.0,1,56.0,,30.0,TB,,5300436170.0,223,0.0,1
130.0,ST,10403000,F,0,42,223.0,4600012419.0,0.0,2000,3.0,0.0,35190250UB,Z008,704926.0,1,42.0,,30.0,Z3,,5300173749.0,223,0.0,1
10.0,ST,10403000,F,0,56,223.0,4600011262.0,0.0,2100,,0.0,35140100,Z004,715408.0,1,42.0,,30.0,TB,,,223,0.0,1
50.0,ST,10400000,F,0,56,223.0,4600012906.0,0.0,2000,3.0,0.0,23116300,Z013,715408.0,1,56.0,,30.0,TB,,5300548433.0,223,0.0,1
30.0,ST,10403000,F,0,56,223.0,4600012134.0,0.0,3000,3.0,0.0,34733200,Z004,715408.0,1,56.0,,40.0,TB,,5300436336.0,223,0.0,1
