Material number,Supplier,Contract,Contract Position,Fulfillment time,Fixed contract 1,Fixed contract 2,Procurement type,Special procurement type,Dispatcher,Buyer,Purchasing group,Purchasing lot size,Total quantity,Total value,Price unit,Calendar,Plant,Plant information record,Information record number,Information record type,Plant processing time,Material master time,Product group,Base unit,anomaly
00341261,701806,5500004896.0,10,4,4,60,F,40.0,708,708.0,Z011,V5,1380,19661,100,E98,3000,,5300408072.0,0.0,2,70,80600000,ST,1
00350113,701806,5500006805.0,10,4,4,60,F,,708,708.0,Z011,V5,3990,2095,1000,E98,3000,,5300174071.0,0.0,2,14,140200000,ST,1
00360312,701806,5500006843.0,10,4,4,60,F,,708,708.0,Z011,V5,640,2156,100,E98,2000,,5300173952.0,0.0,2,13,140100000,ST,1
60021995,709890,4600011061.0,10,112,0,0,F,30.0,202,202.0,Z011,Y9,0,0,100,E13,2100,,5300384942.0,3.0,1,112,50400000,ST,1
60021995,709890,4600011061.0,10,112,0,0,F,30.0,202,202.0,Z011,Y9,0,0,100,E13,2100,,5300384942.0,0.0,1,112,50400000,ST,1
24112901,700151,4600008919.0,10,28,0,0,F,40.0,233,233.0,Z011,Y4,0,0,100,E15,2100,,5300064238.0,0.0,1,3,60100000,ST,1
60083164,709890,4600012563.0,10,28,0,0,F,30.0,202,202.0,Z011,Y9,39210,2777441,100,E13,2100,,5300496226.0,3.0,1,112,50400000,ST,1
60083164,709890,4600012563.0,10,28,0,0,F,30.0,202,202.0,Z011,Y9,39210,2777441,100,E13,2100,,5300496226.0,0.0,1,112,50400000,ST,1
34069403,716255,4600012182.0,10,28,0,0,F,40.0,233,233.0,Z011,Y2,580,36818,100,E14,3000,,5300466671.0,0.0,1,140,60000000,ST,1
28221202,716255,4600012811.0,10,56,0,0,F,40.0,233,233.0,Z011,Y4,60,3685,100,E11,3000,,5300466667.0,0.0,1,168,60100000,ST,1
24354601,701528,4600012605.0,10,56,0,0,F,40.0,233,233.0,Z011,Y4,140,13309,100,E14,3000,,5300115192.0,0.0,1,56,60200000,ST,1
24359601,700151,4600008567.0,10,14,0,0,F,40.0,233,233.0,Z011,Y4,760,26125,100,E13,3000,,5300171735.0,0.0,1,42,60100000,ST,1
60051304,700466,4600011215.0,10,28,0,0,F,40.0,203,203.0,Z001,Y5,30,8728,100,E13,2100,,5300422027.0,0.0,1,2,70600000,ST,1
95173600,700585,4600012912.0,10,140,0,0,F,40.0,203,203.0,Z012,Y9,0,0,1,E14,3000,,5300147701.0,0.0,1,84,30205000,ST,1
60062888,715408,4600011752.0,10,56,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,3000,,5300436734.0,3.0,1,56,10403000,ST,1
60010192,715408,4600011858.0,10,42,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2100,,5300436585.0,3.0,1,56,10403000,ST,1
60062888,715408,4600011752.0,10,56,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,3000,,5300436734.0,0.0,1,56,10403000,ST,1
60010192,715408,4600011858.0,10,42,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2100,,5300436585.0,0.0,1,56,10403000,ST,1
34635600,715408,4600012925.0,10,56,0,0,F,40.0,223,223.0,Z012,TB,0,0,1,,3000,,5300436317.0,0.0,1,56,10403000,ST,1
34732800,715408,4600011456.0,10,42,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2000,,5300436332.0,3.0,1,56,10403000,ST,1
34732800,715408,4600011456.0,10,42,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2000,,5300436333.0,3.0,1,56,10403000,ST,1
34732800,715408,4600012420.0,10,42,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2800,,5300436332.0,3.0,1,56,10403000,ST,1
34732800,715408,4600012420.0,10,42,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2800,,5300436333.0,3.0,1,56,10403000,ST,1
34732800,715408,4600011456.0,10,42,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2100,,5300436332.0,3.0,1,56,10403000,ST,1
34732800,715408,4600011456.0,10,42,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2100,,5300436333.0,3.0,1,56,10403000,ST,1
34732800,715408,4600012420.0,10,42,0,0,F,30.0,223,223.0,Z001,TB,0,0,1,,3000,,5300436332.0,3.0,1,56,10403000,ST,1
34732800,715408,4600012420.0,10,42,0,0,F,30.0,223,223.0,Z001,TB,0,0,1,,3000,,5300436333.0,3.0,1,56,10403000,ST,1
35140100,715408,4600011262.0,10,42,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2100,,5300436249.0,3.0,1,56,10403000,ST,1
35140100,715408,4600011262.0,10,42,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2100,,,,1,56,10403000,ST,1
35115401,701528,4600007529.0,10,12,0,0,F,40.0,233,233.0,Z011,Y6,0,0,1,E15,2100,,5300085941.0,0.0,1,3,60100000,ST,1
95143092,715408,4600012328.0,10,56,0,0,F,30.0,223,223.0,Z004,TB,20,164109,1,,3000,,5300436203.0,3.0,1,56,10402000,ST,1
34060814,710155,5500009092.0,10,28,28,28,F,30.0,702,702.0,Z001,X1,1020,79611,1,,2100,,5300462808.0,3.0,1,28,40100000,ST,1
34067301,710155,5500009109.0,10,28,28,28,F,30.0,702,702.0,Z005,X1,1810,911964,1,,3000,,5300545547.0,3.0,1,28,40100000,ST,1
34071801,710155,5500009090.0,10,14,14,14,F,30.0,702,702.0,Z005,X1,3970,871562,1,,2000,,5300545548.0,3.0,1,14,10102000,ST,1
34543000,715408,4600012722.0,10,56,0,0,F,30.0,223,223.0,Z004,TB,10,404001,1,,2100,,5300435573.0,3.0,1,56,10403000,ST,1
60063163,710155,5500009103.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,2260,45087,1,,2100,,5300507616.0,3.0,1,14,40100000,ST,1
34060801,710155,5500009091.0,10,14,14,14,F,30.0,702,702.0,Z001,Z0,7750,108810,1,,2100,,5300460744.0,3.0,1,14,40100000,ST,1
34060803,710155,5500009105.0,10,14,14,14,F,30.0,702,702.0,Z010,Z2,450,6318,1,,3000,,5300460746.0,3.0,1,14,40100000,ST,1
34060842,710155,5500009093.0,10,14,14,14,F,30.0,702,702.0,Z001,Z0,4090,546015,1,,2100,,5300460745.0,3.0,1,14,40100000,ST,1
34060844,710155,5500009107.0,10,14,14,14,F,30.0,702,702.0,Z010,Z3,610,37793,1,,3000,,5300547227.0,3.0,1,14,40100000,ST,1
34063501,710155,5500009080.0,10,28,28,28,F,30.0,702,702.0,Z001,X1,10,5106,1,,2000,,5300456266.0,3.0,1,28,40100000,ST,1
34063501,710155,5500009094.0,10,28,28,28,F,30.0,702,702.0,Z001,X1,12380,6321228,1,,2100,,5300456266.0,3.0,1,28,40100000,ST,1
34063502,710155,5500009081.0,10,14,14,14,F,30.0,702,702.0,Z001,Z0,20,423,1,,2000,,5300456269.0,3.0,1,14,40100000,ST,1
34063502,710155,5500009095.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,6710,1419165,1,,2100,,5300456269.0,3.0,1,14,40100000,ST,1
34063503,710155,5500009082.0,10,28,28,28,F,30.0,702,702.0,Z001,X1,2600,135304,1,,2000,,5300460739.0,3.0,1,28,40100000,ST,1
34063503,710155,5500009096.0,10,28,28,28,F,30.0,702,702.0,Z001,X1,350,18214,1,,2100,,5300460739.0,3.0,1,28,40100000,ST,1
34063504,710155,5500009083.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,60,14568,1,,2000,,5300460747.0,3.0,1,14,40100000,ST,1
34063504,710155,5500009097.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,210,50988,1,,2100,,5300460747.0,3.0,1,14,40100000,ST,1
34063504,710155,5500009108.0,10,14,14,14,F,30.0,702,702.0,Z010,Y9,1030,250183,1,E13,3000,,5300460747.0,3.0,1,14,40100000,ST,1
34063505,710155,5500009098.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,26250,301350,1,,2100,,5300460737.0,3.0,1,14,40100000,ST,1
34063506,710155,5500009099.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,5930,683136,1,,2100,,5300460738.0,3.0,1,14,40100000,ST,1
34063507,710155,5500009100.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,9120,942096,1,,2100,,5300456265.0,3.0,1,14,40100000,ST,1
34067311,710155,5500009110.0,10,14,14,14,F,30.0,702,702.0,Z010,Z2,1520,502334,1,,3000,,5300460748.0,3.0,1,14,40100000,ST,1
34069102,710155,5500009084.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,1020,107712,1,,2000,,5300456268.0,3.0,1,14,40100000,ST,1
34069102,710155,5500009101.0,10,14,14,14,F,30.0,702,702.0,Z001,Z0,3030,319968,1,,2100,,5300456268.0,3.0,1,14,40100000,ST,1
34069202,710155,5500009102.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,5420,591864,1,,2100,,5300460742.0,3.0,1,14,40100000,ST,1
34069401,710155,5500008763.0,10,28,28,28,F,30.0,202,202.0,Z001,X1,180,64674,1,,2000,,5300460733.0,3.0,1,28,40200000,ST,1
34069401,710155,5500008762.0,10,28,28,28,F,30.0,702,702.0,Z001,X1,4250,1527025,1,,2100,,5300460733.0,3.0,1,28,40200000,ST,1
34069711,710155,5500008764.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,790,250272,1,,2000,,5300460732.0,3.0,1,14,40100000,ST,1
34069711,710155,5500008765.0,10,14,14,14,F,30.0,202,202.0,Z001,X1,3900,123552,1,,2100,,5300460732.0,3.0,1,14,40100000,ST,1
34069711,710155,5500009111.0,10,14,14,14,F,30.0,702,702.0,Z010,Z2,900,28512,1,,3000,,5300460732.0,3.0,1,14,40100000,ST,1
34069811,710155,5500008767.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,610,193309,1,,2000,,5300460731.0,3.0,1,14,40000000,ST,1
34069811,710155,5500008766.0,10,14,14,14,F,30.0,202,202.0,Z001,X1,5380,1704922,1,,2100,,5300460731.0,3.0,1,14,40000000,ST,1
34069811,710155,5500009112.0,10,14,14,14,F,30.0,702,702.0,Z010,Z2,700,222109,1,,3000,,5300460731.0,3.0,1,14,40000000,ST,1
34071001,710155,5500009085.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,1620,263088,1,,2000,,5300460741.0,3.0,1,14,40000000,ST,1
34071001,710155,5500009104.0,10,14,14,14,F,30.0,702,702.0,Z001,Z0,640,103936,1,,2800,,5300460741.0,3.0,1,14,40000000,ST,1
34071201,710155,5500009086.0,10,28,28,28,F,30.0,702,702.0,Z001,X1,790,324374,1,,2000,,5300460734.0,3.0,1,28,40000000,ST,1
34071501,710155,5500009087.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,1440,531792,1,,2000,,5300456267.0,3.0,1,14,40000000,ST,1
34071551,710155,5500009088.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,1870,685729,1,,2000,,5300460735.0,3.0,1,14,40000000,ST,1
34071701,710155,5500009089.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,1810,340099,1,,2000,,5300460740.0,3.0,1,14,40000000,ST,1
23112200,715408,4600012826.0,10,56,0,0,F,30.0,223,223.0,Z013,TB,320,2536283,1,,2000,,5300544749.0,3.0,1,56,10403000,ST,1
34060844,710155,5500009107.0,10,14,14,14,F,30.0,702,702.0,Z010,Z3,610,37793,1,,3000,,5300547227.0,0.0,1,14,40100000,ST,1
34063505,710155,5500009098.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,26250,301350,1,,2100,,5300460737.0,0.0,1,14,40100000,ST,1
34063506,710155,5500009099.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,5930,683136,1,,2100,,5300460738.0,0.0,1,14,40100000,ST,1
34069711,710155,5500008764.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,790,250272,1,,2000,,5300460732.0,0.0,1,14,40100000,ST,1
34069711,710155,5500008765.0,10,14,14,14,F,30.0,202,202.0,Z001,X1,3900,123552,1,,2100,,5300460732.0,0.0,1,14,40100000,ST,1
34069711,710155,5500009111.0,10,14,14,14,F,30.0,702,702.0,Z010,Z2,900,28512,1,,3000,,5300460732.0,0.0,1,14,40100000,ST,1
34069811,710155,5500008767.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,610,193309,1,,2000,,5300460731.0,0.0,1,14,40000000,ST,1
34069811,710155,5500008766.0,10,14,14,14,F,30.0,202,202.0,Z001,X1,5380,1704922,1,,2100,,5300460731.0,0.0,1,14,40000000,ST,1
34069811,710155,5500009112.0,10,14,14,14,F,30.0,702,702.0,Z010,Z2,700,222109,1,,3000,,5300460731.0,0.0,1,14,40000000,ST,1
34071201,710155,5500009086.0,10,28,28,28,F,30.0,702,702.0,Z001,X1,790,324374,1,,2000,,5300460734.0,0.0,1,28,40000000,ST,1
34071501,710155,5500009087.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,1440,531792,1,,2000,,5300456267.0,0.0,1,14,40000000,ST,1
34071551,710155,5500009088.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,1870,685729,1,,2000,,5300460735.0,0.0,1,14,40000000,ST,1
34071701,710155,5500009089.0,10,14,14,14,F,30.0,702,702.0,Z001,X1,1810,340099,1,,2000,,5300460740.0,0.0,1,14,40000000,ST,1
23112200,715408,4600012826.0,10,56,0,0,F,30.0,223,223.0,Z013,TB,320,2536283,1,,2000,,5300544749.0,0.0,1,56,10403000,ST,1
34441101,702225,5500006601.0,10,42,42,112,F,,213,213.0,Z008,Z1,1940,164746,100,,2100,,5300098286.0,0.0,1,42,60100000,ST,1
24930905,702225,5500006590.0,10,42,42,112,F,,213,213.0,Z008,Z1,3760,353093,100,,2100,,5300191341.0,0.0,1,42,60100000,ST,1
00170195,701806,5500008578.0,10,4,4,60,F,,208,208.0,Z011,X4,17660,24598,100,E20,2100,,5300539969.0,0.0,1,21,140700000,ST,1
00150165,700585,5500008022.0,10,14,14,182,F,,203,203.0,Z010,Y5,170,1681,100,E14,2100,,5300126636.0,0.0,1,14,140200000,ST,1
34674602,700585,5500006311.0,10,14,14,182,F,,203,203.0,Z010,Y5,0,0,1,E14,2100,,5300057632.0,0.0,1,14,50300000,ST,1
60036759,700585,5500006387.0,10,14,14,182,F,,203,203.0,Z010,Y5,0,0,1,E14,2100,,5300388784.0,0.0,1,21,30202000,ST,1
34635600,715408,4600012925.0,10,56,0,0,F,,223,223.0,Z008,TB,0,0,1,,2800,,5300436317.0,0.0,1,56,10403000,ST,1
00110186,702584,5500005542.0,10,28,28,84,F,,203,203.0,Z010,Y9,0,0,1,E13,2100,,5300412404.0,0.0,1,280,70700000,ST,1
24342600,702225,5500006563.0,10,42,42,112,F,,213,213.0,Z008,TB,0,0,1,,2000,,5300111702.0,0.0,1,42,10402000,ST,1
00311069,701306,4600011944.0,10,28,0,0,F,,202,202.0,Z001,Y9,2130,661009,1,E13,2000,,5300005368.0,3.0,1,182,30202000,ST,1
00311069,701306,4600011944.0,10,28,0,0,F,,202,202.0,Z001,Y9,28400,880699,1,E13,2100,,5300005368.0,3.0,1,182,30202000,ST,1
00311069,701306,4600011944.0,10,28,0,0,F,,202,202.0,Z001,Y9,119470,37072879,1,E13,3000,,5300005368.0,3.0,1,182,30202000,ST,1
60028842,701306,4600012128.0,10,42,0,0,F,,202,202.0,Z001,Y9,9740,4781785,1,E13,3000,,5300427271.0,0.0,1,182,30202000,ST,1
60034843,701306,4600012562.0,10,42,0,0,F,,202,202.0,Z003,Y2,7550,2996429,1,E13,2000,,5300499791.0,0.0,1,182,30202000,ST,1
34675300,715408,4600012159.0,10,56,0,0,F,,223,223.0,Z004,TB,90,3645055,1,,2000,,5300435053.0,0.0,1,56,10403000,ST,1
19210200,700585,5500008027.0,10,14,14,182,F,,203,203.0,Z010,Y5,160,54574,1,E14,2100,,5300094720.0,0.0,1,14,60200000,ST,1
23787600,702225,5500006552.0,10,42,42,98,F,,213,213.0,Z008,Z3,130,44590,1,,3000,,5300022895.0,0.0,1,42,10405000,ST,1
00311069,701306,4600011944.0,10,28,0,0,F,,202,202.0,Z001,Y9,2130,661009,1,E13,2000,,5300005368.0,0.0,1,182,30202000,ST,1
00311069,701306,4600011944.0,10,28,0,0,F,,202,202.0,Z001,Y9,28400,880699,1,E13,2100,,5300005368.0,0.0,1,182,30202000,ST,1
00311069,701306,4600011944.0,10,28,0,0,F,,202,202.0,Z001,Y9,119470,37072879,1,E13,3000,,5300005368.0,0.0,1,182,30202000,ST,1
00311349,701306,4600010834.0,10,42,0,0,F,,202,202.0,Z001,Y9,3490,2945293,1,E13,2000,,5300387805.0,0.0,1,182,30202000,ST,1
00311349,701306,4600010834.0,10,42,0,0,F,,202,202.0,Z001,Y9,2490,2113162,1,E13,2100,,5300387805.0,0.0,1,182,30202000,ST,1
00311349,701306,4600010834.0,10,42,0,0,F,,202,202.0,Z001,Y9,15680,13207068,1,E13,3000,,5300387805.0,0.0,1,182,30202000,ST,1
00311350,701306,4600012633.0,10,42,0,0,F,,202,202.0,Z001,Y5,3830,1189156,1,E13,3000,,5300387806.0,0.0,1,182,30202000,ST,1
00311357,701306,4600012540.0,10,42,0,0,F,,202,202.0,Z001,Y9,3040,2080733,1,E13,2000,,5300387807.0,0.0,1,182,30202000,ST,1
00311357,701306,4600012540.0,10,42,0,0,F,,202,202.0,Z001,Y9,2020,1380059,1,E13,2100,,5300387807.0,0.0,1,182,30202000,ST,1
00311357,701306,4600012540.0,10,42,0,0,F,,202,202.0,Z001,Y9,38530,2631994,1,E13,3000,,5300387807.0,0.0,1,182,30202000,ST,1
00311513,701306,5500007785.0,10,42,42,182,F,,702,702.0,Z001,Y5,11410,3013824,1,E13,3000,,5300387810.0,0.0,1,182,30202000,ST,1
00311578,701306,4600011191.0,10,42,0,0,F,,202,202.0,Z001,Y9,3950,1977682,1,E13,2100,,5300192134.0,0.0,1,182,30202000,ST,1
00311578,701306,4600011191.0,10,42,0,0,F,,202,202.0,Z001,Y5,15350,7682551,1,E13,3000,,5300192134.0,0.0,1,182,30202000,ST,1
34060806,710155,5500009106.0,10,28,28,28,F,,702,702.0,Z001,X1,1550,776113,1,,3000,,5300460749.0,3.0,1,28,40100000,ST,1
23246300,702225,5500006539.0,10,42,42,112,F,,213,213.0,Z008,Z3,28730,1195179,1,,2000,,5300057859.0,0.0,1,42,10401000,ST,1
23246300,702225,5500006540.0,10,42,42,84,F,,213,213.0,Z008,Z3,34770,1447081,1,,2100,,5300057859.0,0.0,1,42,10401000,ST,1
60095840,701306,4600012262.0,10,42,0,0,F,,202,202.0,Z001,Y3,4110,1051338,1,E13,2100,,5300499336.0,0.0,1,182,30100000,ST,1
37211100,702225,5500006605.0,10,42,42,112,F,,213,213.0,Z008,Z1,860,18146,1,,2100,,5300190581.0,0.0,1,42,10401000,ST,1
34283200,702225,5500006596.0,10,42,42,112,F,,213,213.0,Z008,Z3,3240,425114,1,,2100,,5300095361.0,0.0,1,42,10401000,ST,1
00131098,707032,5500008423.0,10,14,14,180,F,,702,702.0,Z011,Y6,7480,636446,1,E11,2000,,5300465587.0,0.0,1,180,30100000,ST,1
60034843,701306,4600012562.0,10,42,0,0,F,,202,202.0,Z001,Y9,7820,3074168,1,E13,3000,,5300499791.0,0.0,1,182,30202000,ST,1
34635600,715408,4600012925.0,10,56,0,0,F,,223,223.0,Z004,TB,50,2807562,1,,2700,,5300436317.0,0.0,1,56,10403000,ST,1
23010202,701528,5500007783.0,10,14,14,56,F,,202,202.0,Z011,Y5,221160,5593229,1,E13,2100,,5300038348.0,3.0,1,196,60100000,ST,1
24155501,701165,4600012675.0,10,196,0,0,F,,202,202.0,Z011,Y6,14390,652559,1,E13,2000,,5300030661.0,0.0,1,196,40400000,ST,1
23010202,701528,5500007783.0,10,14,14,56,F,,202,202.0,Z011,Y5,221160,5593229,1,E13,2100,,5300038348.0,0.0,1,196,60100000,ST,1
23010202,701165,4600012706.0,10,28,0,0,F,,202,202.0,Z011,Y5,221160,5593229,1,E13,2100,,5300038317.0,0.0,1,196,60100000,ST,1
23104001,701165,4600012409.0,10,28,0,0,F,,202,202.0,Z011,Y5,8880,952322,1,E13,2000,,5300093019.0,0.0,1,196,60100000,ST,1
23246101,701165,4600012284.0,10,28,0,0,F,,202,202.0,Z011,Y5,86360,5777481,1,E13,2000,,5300022034.0,0.0,1,196,60100000,ST,1
23246101,701528,5500008853.0,10,14,14,56,F,,202,202.0,Z011,Y5,86360,5777481,1,E13,2000,,5300059828.0,0.0,1,196,60100000,ST,1
24041571,701306,4600012507.0,10,42,0,0,F,,202,202.0,Z001,Y9,5950,2047434,1,E13,2000,,5300425304.0,0.0,1,182,30202000,ST,1
24041571,701306,4600012507.0,10,42,0,0,F,,202,202.0,Z001,Y9,5420,1833843,1,E13,3000,,5300425304.0,0.0,1,182,30202000,ST,1
60027351,706085,5500009058.0,10,28,28,84,F,,203,203.0,Z011,Y5,350,1092835,1,E13,2100,,5300387610.0,0.0,1,56,70200000,ST,1
23010202,701528,5500007784.0,10,14,14,56,F,,202,202.0,Z011,Y5,13340,324276,1,E13,3000,,5300038348.0,0.0,1,196,60100000,ST,1
23010202,701528,5500007784.0,10,14,14,56,F,,202,202.0,Z011,Y5,13340,324276,1,E13,3000,,5300038348.0,3.0,1,196,60100000,ST,1
00370490,700020,5500007429.0,10,4,4,60,F,,208,208.0,Z011,X4,0,0,100,E20,2100,,5300003971.0,0.0,1,56,140100000,ST,1
23294916,700020,5500007441.0,10,4,4,60,F,,208,208.0,Z011,X4,420,12132,1,E20,2100,,5300079553.0,0.0,1,84,140400000,ST,1
34674601,700020,5500007446.0,10,4,4,60,F,,208,208.0,Z011,X4,160,7123,1,E20,2100,,5300044709.0,0.0,1,42,140400000,ST,1
23039402,700020,5500007471.0,10,4,4,60,F,,208,208.0,Z011,X4,2210,44476,100,E20,2100,,5300093189.0,0.0,1,42,140400000,ST,1
00350789,700020,5500008558.0,10,4,4,60,F,,208,208.0,Z011,X4,32600,4592,100,E20,2100,,5300077647.0,0.0,1,13,140200000,ST,1
00370443,700020,5500008566.0,10,4,4,60,F,,208,208.0,Z011,X4,24020,5532,100,E20,2100,,5300003700.0,0.0,1,13,140100000,ST,1
34060847,700020,5500007558.0,10,4,4,60,F,,208,208.0,Z011,X4,1020,14994,100,E20,3000,,5300045501.0,0.0,1,56,140300000,ST,1
00350009,700020,5500008699.0,10,4,4,60,F,,208,208.0,Z011,X4,21790,3873,100,E20,3000,,5300014520.0,0.0,1,13,140200000,ST,1
60054721,700020,5500007449.0,10,4,4,60,F,,208,208.0,Z011,X4,17810,296,100,E20,2000,,5300419570.0,0.0,1,21,140200000,ST,1
60022319,700020,5500007461.0,10,4,4,60,F,,208,208.0,Z011,X4,60600,29028,100,E20,2000,,5300374607.0,0.0,1,70,140100000,ST,1
34221702,700020,5500007445.0,10,4,4,60,F,,208,208.0,Z011,X4,570,11106,1,E20,3000,,5300050640.0,0.0,1,56,140400000,ST,1
00360211,700020,5500007451.0,10,4,4,60,F,,208,208.0,Z011,X4,150,5687,1,E20,2100,,5300017670.0,0.0,1,56,140100000,ST,1
00360809,700020,5500008565.0,10,4,4,60,F,,208,208.0,Z011,X4,360,1115,100,E20,2100,,5300095167.0,0.0,1,12,140100000,ST,1
00370149,700020,5500008562.0,10,4,4,60,F,,208,208.0,Z011,X4,3300,4242,100,E20,2000,,5300001558.0,0.0,1,12,140100000,ST,1
00370417,700020,5500007431.0,10,4,4,60,F,,208,208.0,Z011,X4,4160,5101,100,E20,2100,,5300141846.0,0.0,1,14,140200000,ST,1
00370636,700020,5500007448.0,10,4,4,60,F,,208,208.0,Z011,X4,360,41089,100,E20,2000,,5300066378.0,0.0,1,42,140300000,ST,1
00370880,700020,5500008567.0,10,4,4,60,F,,208,208.0,Z011,X4,3350,15321,100,E20,2100,,5300091592.0,0.0,1,12,140700000,ST,1
00360446,700020,5500004848.0,10,4,4,60,F,40.0,708,708.0,Z011,X4,520,8229,1,E20,3000,,5300019601.0,0.0,1,42,140100000,ST,1
33336200,701528,4600003806.0,10,28,0,0,F,40.0,233,233.0,Z011,Y4,0,0,1,E15,2100,,5300094401.0,0.0,1,3,60100000,ST,1
34189001,701528,4600007176.0,10,12,0,0,F,40.0,233,233.0,Z011,Y6,0,0,1,E15,2100,,5300048795.0,0.0,1,3,60100000,ST,1
23246701,701528,4600007252.0,10,12,0,0,F,40.0,233,233.0,Z011,Y6,0,0,1,E15,2100,,5300022262.0,0.0,1,3,60100000,ST,1
23279900,702225,5500006544.0,10,42,42,98,F,40.0,213,213.0,Z004,TB,0,0,1,,3000,,5300082580.0,0.0,1,42,550100000,ST,1
23687301,701528,4600007605.0,10,12,0,0,F,40.0,233,233.0,Z011,Y6,0,0,100,E15,2100,,5300090900.0,0.0,1,3,60100000,ST,1
24044400,702225,5500008917.0,10,42,42,112,F,30.0,213,213.0,Z004,TB,3640,5901896,1,,2100,,5300185985.0,3.0,1,63,550100000,ST,1
00341363,700808,4600012164.0,10,365,0,0,F,30.0,215,215.0,Z001,X1,5170,12440054,1,,2000,,5300113375.0,3.0,1,365,80800000,ST,1
95194424,701306,4600012357.0,10,42,0,0,F,30.0,213,213.0,Z004,TB,67840,5691776,100,,2100,,5300384875.0,0.0,1,42,550100000,ST,1
24381901,706671,4600011349.0,10,42,0,0,F,40.0,233,233.0,Z001,Y2,60,10023,1,E13,3000,,5300116434.0,0.0,1,21,60200000,ST,1
00370913,700020,5500004828.0,10,4,4,60,F,40.0,708,708.0,Z011,X4,1320,781,100,E20,3000,,5300176958.0,0.0,1,126,140100000,ST,1
00341363,700808,4600012164.0,10,365,0,0,F,30.0,215,215.0,Z001,X1,5170,12440054,1,,2000,,5300113375.0,0.0,1,365,80800000,ST,1
00200233,700985,4600011847.0,10,56,0,0,F,40.0,203,203.0,Z005,Y2,140,858,100,E13,3000,,5300079458.0,0.0,1,63,100400000,ST,1
00110052,700368,4600012483.0,10,84,0,0,F,40.0,203,203.0,Z010,Y9,2640,907803,1,E11,2100,,5300110253.0,0.0,1,2,70600000,ST,1
23224002,701528,4600009950.0,10,70,0,0,F,40.0,233,233.0,Z011,Y4,520,85982,100,E14,3000,,5300117903.0,0.0,1,112,60100000,ST,1
00265196,700223,4600012545.0,10,70,0,0,F,40.0,208,208.0,Z011,Y2,300,106,100,E13,3000,,5300171572.0,0.0,1,70,90300000,ST,1
00200162,700020,5500004833.0,10,4,4,60,F,40.0,708,708.0,Z011,X4,190,935,100,E20,3000,,5300383855.0,0.0,1,21,530104000,ST,1
23247400,702225,4600007877.0,10,14,0,0,F,42.0,213,213.0,Z004,TB,60,4524,1,,2000,,5300022312.0,0.0,1,63,550100000,ST,1
23247400,702225,4600007877.0,10,14,0,0,F,42.0,213,213.0,Z004,TB,60,4524,1,,2000,,5300022312.0,3.0,1,63,550100000,ST,1
60027654,708551,5500006016.0,10,14,14,42,F,40.0,708,708.0,Z010,Y6,1100,94105,100,E11,2100,,5300380387.0,0.0,1,60,70300000,ST,1
60007956,700348,4600012354.0,10,28,0,0,F,41.0,233,233.0,Z011,Y3,200,594,100,E12,3000,,5300350748.0,0.0,1,999,60200000,ST,1
00200196,700020,5500004846.0,10,4,4,60,F,40.0,708,708.0,Z011,X4,240,124,100,E20,3000,,5300383846.0,0.0,1,28,100202000,ST,1
28041102,701710,4600001339.0,10,84,0,0,F,,231,231.0,Z008,Y4,0,0,100,E14,2000,,5300072687.0,0.0,1,84,100201000,ST,1
28041102,701710,4600001339.0,10,84,0,0,F,,231,231.0,Z008,Y4,0,0,100,E14,2100,,5300072687.0,0.0,1,84,100201000,ST,1
00347356,702686,5500007866.0,10,28,28,112,F,,715,715.0,Z003,Y6,130,11934,100,E13,2000,,5300527566.0,0.0,1,84,80100000,ST,1
