,kmean_Unnamed: 0,kmean_Fulfillment time,kmean_Fixed contract 1,kmean_Fixed contract 2,kmean_Total quantity,kmean_Total value,kmean_Price unit,kmean_Plant processing time,kmean_Material master time,dbscan_Unnamed: 0,dbscan_Planlieferzeit Vertrag,dbscan_Vertrag Fix1,dbscan_Vertrag_Fix2,dbscan_Gesamtbestand,dbscan_Gesamtwert,dbscan_Preiseinheit,dbscan_WE-Bearbeitungszeit,dbscan_Planlieferzeit Mat-Stamm,dbscan_anomaly,xgboost_Unnamed: 0,xgboost_Material number,xgboost_Supplier,xgboost_Contract,xgboost_Contract Position,xgboost_Fulfillment time,xgboost_Fixed contract 1,xgboost_Fixed contract 2,xgboost_Procurement type,xgboost_Special procurement type,xgboost_Dispatcher,xgboost_Buyer,xgboost_Purchasing group,xgboost_Purchasing lot size,xgboost_Total quantity,xgboost_Total value,xgboost_Price unit,xgboost_Calendar,xgboost_Plant,xgboost_Plant information record,xgboost_Information record number,xgboost_Information record type,xgboost_Plant processing time,xgboost_Material master time,xgboost_Product group,xgboost_Base unit,lof_Unnamed: 0,lof_Material number,lof_Supplier,lof_Contract,lof_Contract Position,lof_Fulfillment time,lof_Fixed contract 1,lof_Fixed contract 2,lof_Procurement type,lof_Special procurement type,lof_Dispatcher,lof_Buyer,lof_Purchasing group,lof_Purchasing lot size,lof_Total quantity,lof_Total value,lof_Price unit,lof_Calendar,lof_Plant,lof_Plant information record,lof_Information record number,lof_Information record type,lof_Plant processing time,lof_Material master time,lof_Product group,lof_Base unit,lof_anomaly,rfc_Unnamed: 0,rfc_Materialnummer,rfc_Lieferant OB,rfc_Vertrag OB,rfc_Vertragsposition OB,rfc_Planlieferzeit Vertrag,rfc_Vertrag Fix1,rfc_Vertrag_Fix2,rfc_Beschaffungsart,rfc_Sonderbeschaffungsart,rfc_Disponent,rfc_Einkäufer,rfc_DispoGruppe,rfc_Dispolosgröße,rfc_Gesamtbestand,rfc_Gesamtwert,rfc_Preiseinheit,rfc_Kalender,rfc_Werk OB,rfc_Werk Infosatz,rfc_Infosatznummer,rfc_Infosatztyp,rfc_WE_Bearbeitungszeit,rfc_Planlieferzeit Mat-Stamm,rfc_Warengruppe,rfc_Basiseinheit,rfc_Anomaly_Score,rfc_Predicted_Label,iforest_Unnamed: 0,iforest_Material number,iforest_Supplier,iforest_Contract,iforest_Contract Position,iforest_Fulfillment time,iforest_Fixed contract 1,iforest_Fixed contract 2,iforest_Procurement type,iforest_Special procurement type,iforest_Dispatcher,iforest_Buyer,iforest_Purchasing group,iforest_Purchasing lot size,iforest_Total quantity,iforest_Total value,iforest_Price unit,iforest_Calendar,iforest_Plant,iforest_Plant information record,iforest_Information record number,iforest_Information record type,iforest_Plant processing time,iforest_Material master time,iforest_Product group,iforest_Base unit,iforest_if_anomaly
3881,,,,,,,,,,3881,0,0,0,0,0,1,1,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3881,00394140,701979,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300170867.0,0.0,1,30,520300000,ST,0.8859999999999999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3882,,,,,,,,,,3882,0,0,0,0,0,1,1,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3882,60021101,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300406178.0,0.0,1,42,10401000,ST,0.4431415382862749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3883,,,,,,,,,,3883,0,0,0,0,0,100,1,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3883,25021143,701098,,0,0,0,0,F,,279,279.0,Z001,Y4,0,0,100,E15,3000,,5300168328.0,0.0,1,35,010502000,ST,0.961,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884,,,,,,,,,,3884,0,0,0,0,0,100,1,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3884,60086110,715646,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,100,E13,2100,,5300506752.0,0.0,1,28,10102000,ST,0.3663333333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3885,,,,,,,,,,3885,0,0,0,0,0,1,1,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3885,95164193,2000,,0,0,0,0,F,40.0,212,212.0,Z012,Z1,0,0,1,,3000,3000.0,5300309381.0,0.0,1,999,060200000,ST,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,,,,,,,,,,3886,0,0,0,90,3793,100,1,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3886,60042755,707144,,0,0,0,0,F,,279,279.0,Z001,Y4,90,3793,100,E11,3000,,5300408293.0,0.0,1,56,131400000,ST,0.24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3887,,,,,,,,,,3887,0,0,0,10,127339,1,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3887,30076600,1900,,0,0,0,0,F,41.0,272,272.0,Z012,Z7,10,127339,1,,3000,,5300082161.0,0.0,1,10,010402000,ST,0.3411764705882353,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3888,,,,,,,,,,3888,0,0,0,0,0,1,1,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3888,95172152,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300181039.0,0.0,1,999,010502000,ST,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3889,,,,,,,,,,3889,0,0,0,10,25187,1,1,355,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3889,04002890,1900,,0,0,0,0,F,,277,277.0,Z012,Z1,10,25187,1,,3000,,5300153128.0,0.0,1,355,070100000,ST,0.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890,,,,,,,,,,3890,0,0,0,0,0,1,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3890,34308800,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300278493.0,0.0,1,10,550100000,ST,0.0269156010230179,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891,,,,,,,,,,3891,4,4,60,10780,32826,100,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3891,00330816,701806,5500004739.0,10,4,4,60,F,,708,708.0,Z011,V5,10780,32826,100,E98,2000,,5300393568.0,0.0,2,4,140100000,ST,0.43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3892,,,,,,,,,,3892,0,0,0,0,0,100,1,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3892,80430218,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y9,0,0,100,E11,3000,3000.0,5300295071.0,0.0,1,14,520100000,ST,0.6729007936507937,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3893,,,,,,,,,,3893,0,0,0,0,0,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3893,60018764,2000,,0,0,0,0,F,40.0,215,215.0,Z001,Y4,0,0,1,E11,2100,3000.0,5300368129.0,0.0,1,3,80100000,ST,0.2132805427938091,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3894,,,,,,,,,,3894,0,0,0,140,82684,1,1,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3894,23473100UB,1000,,0,0,0,0,F,,991,991.0,Z008,Z5,140,82684,1,,2100,,5300030963.0,0.0,1,42,010401000,ST,0.4925,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3895,,,,,,,,,,3895,0,0,0,0,0,1,1,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3895,00120085,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,0,0,1,,3000,3000.0,5300201944.0,0.0,1,42,70400000,ST,0.4431415382862749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3896,,,,,,,,,,3896,0,0,0,0,0,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3896,24642100UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300090077.0,0.0,1,3,10402000,ST,0.2132805427938091,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3897,,,,,,,,,,3897,0,0,0,0,0,100,1,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3897,60075815,701318,,0,0,0,0,F,,202,202.0,Z001,Y3,0,0,100,E13,2100,,5300456528.0,0.0,1,35,010102000,ST,0.961,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3898,,,,,,,,,,3898,0,0,0,0,0,1,1,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3898,30020962,700222,,0,0,0,0,F,,272,272.0,Z012,Y5,0,0,1,E11,3000,,5300388395.0,0.0,1,14,070000000,ST,0.0157391304347826,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899,,,,,,,,,,3899,0,0,0,200,1583,100,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3899,60021899,701254,,0,0,0,0,F,,203,203.0,Z008,Y6,200,1583,100,E11,2100,,5300384548.0,0.0,1,14,520100000,ST,0.3334642857142856,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,,,,,,,,,,3900,0,0,0,0,0,1,1,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,23303400,2000,,0,0,0,0,F,40.0,252,252.0,Z012,Z4,0,0,1,,3000,3000.0,5300232691.0,0.0,1,999,550100000,ST,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3901,,,,,,,,,,3901,0,0,0,0,0,1,1,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3901,00110385,701603,,0,0,0,0,F,,203,203.0,Z005,Y9,0,0,1,E15,2100,,5300003030.0,0.0,1,42,070800000,ST,0.4431415382862749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3902,,,,,,,,,,3902,0,0,0,0,0,100,1,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3902,00190435,706807,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,2100,,5300099018.0,0.0,1,14,140700000,ST,0.6729007936507937,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3903,,,,,,,,,,3903,0,0,0,330,34264,1,1,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3903,00120680,706985,,0,0,0,0,F,,708,708.0,Z011,Y9,330,34264,1,E13,2000,,5300096566.0,0.0,1,42,070400000,ST,0.6358333333333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904,,,,,,,,,,3904,0,0,0,0,0,100,1,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3904,04006229,705828,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,100,,2100,,5300135354.0,0.0,1,14,999999999,ST,0.6729007936507937,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3905,,,,,,,,,,3905,0,0,0,0,0,1,1,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3905,37064100UB,704926,,0,0,0,0,F,,223,223.0,Z001,Z6,0,0,1,,2000,,5300179433.0,0.0,1,42,10401000,ST,0.4431415382862749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3906,,,,,,,,,,3906,0,0,0,0,0,1,1,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3906,23296500UB,2000,,0,0,0,0,F,40.0,213,213.0,Z012,TB,0,0,1,,3000,3000.0,5300232548.0,0.0,1,56,10405000,ST,0.1754642857142856,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3907,,,,,,,,,,3907,0,0,0,0,0,100,1,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3907,00370780,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2000,,5300121488.0,0.0,1,21,140100000,ST,0.3557619047619048,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3908,,,,,,,,,,3908,0,0,0,4250,45556,100,1,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3908,60068004,708008,,0,0,0,0,F,,206,206.0,Z012,Z7,4250,45556,100,,3000,,5300449555.0,0.0,1,30,520200000,ST,0.24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909,,,,,,,,,,3909,0,0,0,0,0,1,1,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3909,31268000UB,704926,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2100,,5300096406.0,3.0,1,42,10401000,ST,0.4431415382862749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3910,,,,,,,,,,3910,0,0,0,4260,242877,1,1,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3910,00400845,708082,,0,0,0,0,F,,203,203.0,Z001,Y4,4260,242877,1,E11,3000,,5300132990.0,0.0,1,90,090100000,ST,0.59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3911,,,,,,,,,,3911,0,0,0,0,0,1,2,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3911,34807202UB,700000,,0,0,0,0,F,,723,723.0,Z001,V3,0,0,1,E19,2100,,5300150612.0,3.0,2,35,010304000,ST,0.2179871794871794,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3912,,,,,,,,,,3912,0,0,0,0,0,1,1,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3912,00422372,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z1,0,0,1,,3000,3000.0,5300219178.0,0.0,1,35,10103000,ST,0.3818659673659673,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3913,,,,,,,,,,3913,0,0,0,0,0,100,1,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3913,35191603UB,709451,,0,0,0,0,F,,233,233.0,Z011,Y3,0,0,100,E13,2100,,5300373490.0,0.0,1,56,60100000,ST,0.924,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3914,,,,,,,,,,3914,0,0,0,0,0,1,1,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3914,24358900UB,700119,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300124262.0,0.0,1,42,10401000,ST,0.4431415382862749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915,,,,,,,,,,3915,0,0,0,0,0,1,1,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3915,31044811,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2100,,5300041309.0,0.0,1,28,010102000,ST,0.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3916,,,,,,,,,,3916,0,0,0,0,0,1,1,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3916,34243401UB,715646,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,1,E13,2100,,5300509304.0,0.0,1,28,10102000,ST,0.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3917,,,,,,,,,,3917,0,0,0,125000,136745,1000,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3917,00400935,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,125000,136745,1000,,2000,,5300019750.0,0.0,1,14,010202000,MM,0.08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918,,,,,,,,,,3918,0,0,0,0,0,1,1,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3918,60068570,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300442700.0,0.0,1,70,00,ST,0.985,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3919,,,,,,,,,,3919,0,0,0,0,0,1,1,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3919,04000881,714785,,0,0,0,0,F,,206,206.0,Z001,Z2,0,0,1,,2000,,5300425743.0,0.0,1,14,071000000,ST,0.0157391304347826,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920,,,,,,,,,,3920,0,0,0,0,0,1,1,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3920,00340840,2000,,0,0,0,0,F,40.0,215,215.0,Z012,Z1,0,0,1,,3000,3000.0,5300210122.0,0.0,1,14,80600000,ST,0.0157391304347826,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3921,,,,,,,,,,3921,0,0,0,0,0,1,1,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3921,23287014,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2100,,5300024696.0,0.0,1,28,010102000,ST,0.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922,,,,,,,,,,3922,0,0,0,0,0,1,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3922,60097426,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300502584.0,0.0,1,10,010102000,ST,0.0269156010230179,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923,,,,,,,,,,3923,0,0,0,0,0,1,1,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3923,28154100UB,704276,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E14,2000,,5300134303.0,0.0,1,42,10401000,ST,0.4431415382862749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3924,,,,,,,,,,3924,0,0,0,0,0,1,1,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3924,24420801,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,1,E15,2100,,5300169327.0,0.0,1,42,060100000,ST,0.4431415382862749,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925,,,,,,,,,,3925,0,0,0,0,0,1,1,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3925,31269000UB,702225,,0,0,0,0,F,,213,213.0,Z008,TB,0,0,1,,2100,,5300116292.0,0.0,1,56,10402000,ST,0.1754642857142856,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,,,,,,,,,,3926,0,0,0,0,0,100,1,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3926,00200100,2000,,0,0,0,0,F,40.0,206,206.0,Z003,Z7,0,0,100,,2800,2800.0,5300180553.0,0.0,1,67,140700000,ST,0.46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3927,,,,,,,,,,3927,0,0,0,40,1377,100,1,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3927,00230273,2000,,0,0,0,0,F,40.0,707,707.0,Z012,Y3,40,1377,100,E13,3000,3000.0,5300137959.0,0.0,1,28,140700000,ST,0.368,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3928,,,,,,,,,,3928,0,0,0,0,0,100,1,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3928,95174437UB,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,100,E19,2100,,5300166724.0,0.0,1,28,10102000,ST,0.3663333333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3929,,,,,,,,,,3929,0,0,0,210,8133,100,1,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3929,35153002,700000,,0,0,0,0,F,,723,723.0,Z001,X3,210,8133,100,E20,2000,,5300066215.0,0.0,1,28,010502000,ST,0.11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930,,,,,,,,,,3930,0,0,0,0,0,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3930,36045200,1900,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300171784.0,0.0,1,5,010401000,ST,0.218938967702234,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3931,,,,,,,,,,3931,0,0,0,0,0,1,1,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3931,00310278,703079,,0,0,0,0,F,,707,707.0,Z001,Z2,0,0,1,,3000,,5300000870.0,0.0,1,35,140700000,ST,0.3818659673659673,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932,,,,,,,,,,3932,0,0,0,0,0,1,1,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3932,00270336,708105,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300133478.0,0.0,1,30,131400000,ST,0.8859999999999999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933,,,,,,,,,,3933,0,0,0,0,0,1,1,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3933,00190431UB,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,0,0,1,E15,3000,3000.0,5300204236.0,0.0,1,21,110500000,ST,0.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,,,,,,,,,,3934,0,0,0,0,0,1,1,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3934,95177026,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,1,,3000,3000.0,5300310970.0,0.0,1,999,70100000,ST,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3935,,,,,,,,,,3935,0,0,0,0,0,1,1,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3935,60035770,1900,,0,0,0,0,F,,277,277.0,Z012,Z7,0,0,1,,3000,,5300432876.0,0.0,1,75,100400000,ST,0.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3936,,,,,,,,,,3936,0,0,0,120,34177,1,1,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3936,00130387,703334,,0,0,0,0,F,,203,203.0,Z010,Y5,120,34177,1,E14,3000,,5300013258.0,0.0,1,28,070200000,ST,0.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3937,,,,,,,,,,3937,0,0,0,0,0,100,1,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3937,24041402UB,702225,,0,0,0,0,F,,221,221.0,Z010,Z2,0,0,100,,2000,,5300508975.0,0.0,1,42,10102000,ST,0.8318333333333335,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3938,,,,,,,,,,3938,0,0,0,0,0,100,1,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3938,24596807,8002,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,2100,,5300120156.0,0.0,1,120,100200000,ST,0.84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3939,,,,,,,,,,3939,0,0,0,0,0,100,1,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3939,60063688,708008,,0,0,0,0,F,,206,206.0,Z012,Z1,0,0,100,,3000,,5300429728.0,0.0,1,30,520200000,ST,0.3663333333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3940,,,,,,,,,,3940,0,0,0,10,527,100,1,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940,00111491,2000,,0,0,0,0,F,40.0,202,202.0,Z001,Z6,10,527,100,,3000,3000.0,5300201886.0,0.0,1,28,010502000,ST,0.368,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,,,,,,,,,,3941,0,0,0,0,0,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3941,36020289,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1,E11,2000,,5300111207.0,0.0,1,5,010102000,ST,0.218938967702234,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3942,,,,,,,,,,3942,0,0,0,100,4452,100,1,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3942,04104386,701112,,0,0,0,0,F,,272,272.0,Z012,Z2,100,4452,100,,3000,,5300104496.0,0.0,1,28,110100000,ST,0.138,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,,,,,,,,,,3943,0,0,0,0,0,1,1,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3943,00390795,700600,,0,0,0,0,F,,206,206.0,Z001,Y2,0,0,1,E13,2100,,5300012773.0,0.0,1,21,510100000,ST,0.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3944,,,,,,,,,,3944,0,0,0,100,12264,100,1,112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3944,60035619,706647,,0,0,0,0,F,,272,272.0,Z012,Z7,100,12264,100,,3000,,5300390650.0,0.0,1,112,100202000,ST,0.49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
