Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE-Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit
33785203,703929,,0,0,0,0,F,30.0,993,992.0,Z001,WB,0,0,1,,2000,,5300415300.0,3.0,1,7,060100000,ST
34438106,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300137574.0,0.0,1,3,060200000,ST
34639501UB,711636,,0,0,0,0,F,,211,211.0,Z001,Y2,0,0,1,E14,2000,,5300187344.0,0.0,1,28,10102000,ST
04004499,701112,,0,0,0,0,F,,272,272.0,Z012,Z2,160,197,1000,,3000,,5300111225.0,0.0,1,28,110100000,ST
60018843,701863,4600012862.0,10,84,0,0,F,,215,215.0,Z001,Z3,2390,602953,1,,2100,,5300380189.0,0.0,1,84,80400000,ST
60026790,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300386377.0,0.0,1,70,010402000,ST
60077896,715646,,0,0,0,0,F,,228,228.0,Z010,Y2,0,0,100,E11,3000,,5300503161.0,0.0,1,28,10102000,ST
36066300UB,1000,,0,0,0,0,F,,991,991.0,Z012,Z1,0,0,1,,3000,,5300190489.0,0.0,1,3,10402000,ST
23653001UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z2,0,0,1,,3000,3000.0,5300235927.0,0.0,1,42,10102000,ST
31079202,701314,,0,0,0,0,F,,233,233.0,Z011,Y3,0,0,1,E15,2100,,5300038081.0,0.0,1,28,060100000,ST
60093531,701979,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300496473.0,0.0,1,90,520300000,ST
36020320,1900,,0,0,0,0,F,,279,279.0,Z001,Z1,10,283,100,,3000,,5300184089.0,0.0,1,35,010502000,ST
95195494,700000,,0,0,0,0,F,,223,223.0,Z001,V2,190,315409,1,E19,2100,,5300185979.0,3.0,1,42,010501000,ST
24117802,703535,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2000,,5300072177.0,0.0,1,84,100202000,ST
00200220,2000,,0,0,0,0,F,40.0,707,707.0,Z012,Y3,0,0,100,E13,3000,3000.0,5300204429.0,0.0,1,28,140000000,ST
00347953,711970,,0,0,0,0,F,,215,215.0,Z001,Y2,0,0,100,E13,2000,,5300194092.0,0.0,1,84,080200000,ST
00385796,703870,,0,0,0,0,F,,707,707.0,Z012,Z3,3740,240558,1,,2000,,5300123078.0,0.0,1,1,040300000,ST
00311031,703080,,0,0,0,0,F,,233,233.0,Z001,Y2,20,5488,100,E13,3000,,5300005181.0,0.0,1,365,110000000,ST
60062862,715932,,0,0,0,0,F,,208,208.0,Z001,Y9,1210,10571,100,E11,2000,,5300460502.0,0.0,1,28,070300000,ST
23226200UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,0,0,100,,2000,,5300119697.0,0.0,1,56,010401000,ST
36020149,1900,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,1,,2100,,5300109179.0,0.0,1,5,010502000,ST
24903101UB,704926,,0,0,0,0,F,,223,223.0,Z001,Z2,0,0,100,,2100,,5300356914.0,0.0,1,28,10102000,ST
30119700UB,2000,,0,0,0,0,F,40.0,205,205.0,Z012,Z1,0,0,1,,3000,3000.0,5300269120.0,0.0,1,999,10401000,ST
00200233,2000,,0,0,0,0,F,40.0,203,203.0,Z005,Y2,140,858,100,E13,3000,3000.0,5300180564.0,0.0,1,63,100400000,ST
36020821,701317,,0,0,0,0,F,,205,205.0,Z001,Z1,0,0,1,,2100,,5300152387.0,0.0,1,42,010402000,ST
28197600,2100,,0,0,0,0,F,41.0,224,224.0,Z012,EX,50,3269,1,,3000,3000.0,5300405546.0,0.0,1,28,010401000,ST
00386180,708008,,0,0,0,0,F,,998,998.0,Z001,Z1,0,0,100,,2100,,5300183791.0,0.0,1,14,120000000,ST
60100168,700813,,0,0,0,0,F,,232,232.0,Z001,Z1,0,0,1,,2000,,5300551337.0,0.0,1,999,110400000,ST
00260276,700985,5500007106.0,10,7,7,56,F,,703,703.0,Z005,Y2,2100,3622,100,E13,2000,,5300108957.0,0.0,1,42,90300000,ST
36021091,706883,,0,0,0,0,F,,272,272.0,Z012,Z1,0,0,100,,3000,,5300355030.0,0.0,1,35,010102000,ST
80441407,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,0,0,100,E11,2100,,5300151029.0,0.0,1,14,520100000,ST
60059906,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300429229.0,0.0,1,70,010100000,ST
00370816,701806,,0,0,0,0,F,,272,272.0,Z012,Y4,1280,2022,100,E13,3000,,5300184622.0,0.0,1,7,140300000,ST
00386151,708008,,0,0,0,0,F,,998,998.0,Z001,Z1,0,0,100,,2000,,5300186602.0,0.0,1,14,120000000,ST
04002569,706837,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,100,,2000,,5300106640.0,0.0,1,14,070600000,ST
31070135,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2100,,5300061922.0,0.0,1,28,010103000,ST
21281001,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300227375.0,0.0,1,42,010102000,ST
23450402UB,700000,,0,0,0,0,F,,723,723.0,Z001,V3,950,38855,100,E19,2100,,5300195928.0,0.0,1,28,010102000,ST
21261919,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,100,,2100,,5300036555.0,0.0,1,28,010102000,ST
00110780,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,0,0,1,E13,3000,3000.0,5300201482.0,0.0,1,28,80900000,ST
37020803,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Z1,200,7886,100,,3000,3000.0,5300292673.0,0.0,1,56,060100000,ST
04000343,707779,,0,0,0,0,F,,279,279.0,Z001,Y4,510,5789,100,E13,3000,,5300124375.0,0.0,1,42,131400000,ST
30133208,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300269634.0,0.0,1,999,010102000,ST
60096523,700020,,0,0,0,0,F,,208,208.0,Z001,Z1,1140,7615,100,,2000,,5300545261.0,0.0,1,30,530000000,ST
60128573,708008,,0,0,0,0,F,,703,703.0,Z001,Y6,0,0,100,E11,2100,,5300545467.0,0.0,1,14,00,ST
23905401UB,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,1,E19,2100,,5300158797.0,0.0,1,35,10102000,ST
00371221,700020,,0,0,0,0,F,,208,208.0,Z011,X4,220,4004,100,E20,2000,,5300156230.0,0.0,1,28,140200000,ST
00190042,701806,,0,0,0,0,F,,208,208.0,Z011,V4,490,1309,100,E98,3000,,5300406823.0,0.0,2,14,140700000,ST
34661009,2100,,0,0,0,0,F,41.0,221,221.0,Z001,Z7,0,0,1,,2000,2000.0,5300199649.0,0.0,2,3,010102000,ST
04105122,1900,,0,0,0,0,F,,272,272.0,Z012,Y4,60,16068,100,E11,3000,,5300142289.0,0.0,1,33,090300000,ST
23871940,705086,,0,0,0,0,F,,708,708.0,Z010,Y2,10,386,100,E12,2000,,5300171378.0,0.0,1,42,550100000,ST
00385762,700783,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,100,,2000,,5300111861.0,0.0,1,21,120000000,ST
80360308,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,0,0,100,E11,2100,,5300172877.0,0.0,1,14,520100000,ST
00180055,702027,,0,0,0,0,F,,708,708.0,Z001,Z1,0,0,1,,2100,,5300017634.0,0.0,1,21,100300000,ST
60008996,701318,,0,0,0,0,F,,228,228.0,Z010,Y3,100,618,100,E13,2100,,5300359225.0,0.0,1,28,010102000,ST
04002664,708105,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,100,,2000,,5300135012.0,0.0,1,28,130000000,ST
60042622,1900,,0,0,0,0,F,,272,272.0,Z012,Z7,80,143123,1,,3000,,5300407541.0,0.0,1,70,00,ST
33612302,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,1,E15,2100,,5300115473.0,0.0,1,42,060100000,ST
04001852,715932,,0,0,0,0,F,,272,272.0,Z012,Y4,4160,3301,100,E11,3000,,5300460404.0,0.0,1,56,140600000,ST
00371284,701806,,0,0,0,0,F,,208,208.0,Z011,V4,0,0,100,E98,2100,,5300372859.0,0.0,2,35,140100000,ST
34661008,2100,,0,0,0,0,F,41.0,221,221.0,Z001,Z6,0,0,1,,2000,2000.0,5300199648.0,0.0,1,3,010102000,ST
60030394,2100,,0,0,0,0,F,41.0,215,215.0,Z001,Z5,0,0,1,,2000,2000.0,5300504185.0,0.0,1,3,080300000,ST
36047800,704955,,0,0,0,0,F,,998,998.0,Z001,Z1,0,0,1,,2100,,5300145559.0,0.0,1,999,010401000,ST
00380389,701094,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,100,,2000,,5300006774.0,0.0,1,21,130200000,ST
96164066,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,100,14534,100,,3000,3000.0,5300316408.0,0.0,1,42,010102000,ST
00301004,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,80,708,100,,3000,3000.0,5300128993.0,0.0,1,14,140100000,ST
24721806,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Y2,0,0,1,E12,3000,3000.0,5300252194.0,0.0,1,999,10102000,ST
34182504,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,190,2033,1,E13,3000,,5300047730.0,0.0,1,28,060100000,ST
60051543,2100,,0,0,0,0,F,41.0,232,232.0,Z001,Y2,2720,153537,1,E12,3000,3000.0,5300538996.0,0.0,1,21,550100000,ST
34805400UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z3,0,0,1,,2000,,5300162754.0,0.0,1,56,10405000,ST
28220606,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300264228.0,0.0,1,999,010102000,ST
60043172,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300459461.0,0.0,1,42,010102000,ST
25010145,1900,,0,0,0,0,F,,272,272.0,Z012,Y4,40,27122,1,E11,3000,,5300086078.0,0.0,1,70,550100000,ST
00341302,701230,,0,0,0,0,F,,707,707.0,Z001,Z2,20,3875,1,,3000,,5300088891.0,0.0,1,30,080600000,ST
60025199,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300377097.0,0.0,1,29,00,ST
00350815,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2000,,5300185338.0,0.0,1,21,140200000,ST
30020353,701098,,0,0,0,0,F,,279,279.0,Z001,Y4,80,552,100,E15,3000,,5300099847.0,0.0,1,35,010102000,ST
60039315,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,100,E13,2000,,5300393599.0,0.0,1,56,060100000,ST
82015003,2000,,0,0,0,0,F,40.0,211,211.0,Z012,Z1,40,9726,1,,3000,3000.0,5300298614.0,0.0,1,42,130600000,ST
60045510,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300410251.0,0.0,1,70,010401000,ST
04004634,1900,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,1000,,2100,,5300117430.0,0.0,1,5,999999999,ST
60016615,701098,,0,0,0,0,F,,279,279.0,Z001,Y4,100,343,100,E15,3000,,5300368455.0,0.0,1,35,010102000,ST
00370322,700020,,0,0,0,0,F,,208,208.0,Z011,X4,4360,649,100,E20,2000,,5300003058.0,0.0,1,12,140100000,ST
00380970,708008,,0,0,0,0,F,,703,703.0,Z008,Y2,0,0,100,E11,2000,,5300127214.0,0.0,1,14,120000000,ST
95195552,708868,,0,0,0,0,F,,215,215.0,Z001,Z1,470,8293,100,,2000,,5300385916.0,0.0,1,64,100202000,ST
00360834,701806,,0,0,0,0,F,,208,208.0,Z011,V5,190,71,100,E98,2000,,5300382884.0,0.0,2,14,140100000,ST
34449804,700667,,0,0,0,0,F,,203,203.0,Z010,Y5,850,3842805,1,E13,2100,,5300071723.0,3.0,1,210,070800000,ST
60117874,2000,,0,0,0,0,F,40.0,217,217.0,Z012,Z1,40,12948,1,,3000,3000.0,5300534303.0,0.0,1,84,080100000,ST
24017303,702225,,0,0,0,0,F,,221,221.0,Z001,Z0,63800,331661,100,,2000,,5300058494.0,0.0,1,28,140300000,ST
60109888,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300530106.0,0.0,1,10,0,ST
00240196,700985,4600012559.0,10,70,0,0,F,,708,708.0,Z011,Y9,200,8214,1,E13,3000,,5300057800.0,0.0,1,70,90100000,ST
95173591,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300310188.0,0.0,1,999,10103000,ST
60025746,702686,,0,0,0,0,F,40.0,215,215.0,Z003,Y6,0,0,1,E13,2100,,5300409505.0,0.0,1,84,080100000,ST
60069186,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300443074.0,0.0,1,70,0,ST
00346673,711970,,0,0,0,0,F,40.0,215,215.0,Z001,Y2,0,0,1,E13,2100,,5300193996.0,0.0,1,3,080300000,ST
23282700,2100,,0,0,0,0,F,41.0,203,203.0,Z001,Y3,10,601,1,E11,2000,2000.0,5300197586.0,0.0,1,3,070200000,ST
00394014,709737,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1,,2100,,5300166366.0,0.0,1,30,530000000,L
80621802,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y9,0,0,100,E11,3000,3000.0,5300295758.0,0.0,1,14,520100000,ST
23224800,702225,,0,0,0,0,F,,221,221.0,Z001,Z0,0,0,100,,2000,,5300121308.0,0.0,1,42,010401000,ST
24737412UB,704926,,0,0,0,0,F,,723,723.0,Z001,Z2,100,399,100,,2100,,5300190126.0,0.0,1,28,010102000,ST
60038074,701806,,0,0,0,0,F,,272,272.0,Z012,Z7,840,1876,100,,3000,,5300394617.0,0.0,1,7,140100000,ST
00440267,703255,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300033642.0,0.0,1,35,130200000,ST
24410701,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300246511.0,0.0,1,42,010102000,ST
24810307,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Y3,0,0,1,E11,3000,3000.0,5300254351.0,0.0,1,999,10102000,ST
60034351,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,0,0,1,,2100,,5300387691.0,0.0,1,56,10401000,ST
00310332,702860,,0,0,0,0,F,,203,203.0,Z012,Y4,170,49555,1,E11,3000,,5300001153.0,0.0,1,21,010301000,ST
60031772,704926,,0,0,0,0,F,30.0,223,223.0,Z001,Z3,0,0,1,,2000,,5300404743.0,3.0,1,56,10403000,ST
04100232,706808,,0,0,0,0,F,,707,707.0,Z001,Z2,0,0,100,,2100,,5300104115.0,0.0,1,14,140700000,ST
34758400,2000,,0,0,0,0,F,40.0,266,998.0,Z004,EX,0,0,1,,2700,3000.0,5300284145.0,0.0,0,5,10401000,ST
35030853,701098,,0,0,0,0,F,,279,279.0,Z001,Y4,50,19934,1,E15,3000,,5300102805.0,0.0,1,35,010102000,ST
24554510UB,704276,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E14,2000,,5300169890.0,0.0,1,42,10303000,ST
23789200,705086,,0,0,0,0,F,,708,708.0,Z010,Y2,0,0,1,E12,2000,,5300096661.0,0.0,1,42,070300000,ST
60059777,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300430393.0,0.0,1,70,10401000,ST
60010568,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300420287.0,0.0,1,28,010102000,ST
23252820,2100,,0,0,0,0,F,41.0,215,215.0,Z011,Z9,10,536,1,,2000,2000.0,5300197454.0,0.0,1,3,100400000,ST
23485800,700000,,0,0,0,0,F,,723,723.0,Z001,X3,10,22704,1,E20,3000,,5300057725.0,0.0,1,42,010401000,ST
00394173,2000,,0,0,0,0,F,40.0,206,206.0,Z012,Z1,0,0,1,,3000,3000.0,5300216288.0,0.0,1,30,530104000,PAK
30020702,701098,,0,0,0,0,F,,279,279.0,Z001,Y4,140,5637,1,E15,3000,,5300100855.0,0.0,1,35,010102000,ST
28012200UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z3,0,0,1,,3000,3000.0,5300261397.0,0.0,1,42,10401000,ST
35153603UB,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,0,0,100,E14,3000,3000.0,5300287851.0,0.0,1,196,030100000,ST
00346939,2000,,0,0,0,0,F,40.0,215,215.0,Z001,Y4,0,0,1,E11,2100,2100.0,5300192094.0,0.0,1,3,080100000,ST
00120679,706985,,0,0,0,0,F,,208,208.0,Z001,Y9,20,290,1,E12,2700,,5300359424.0,0.0,1,42,070400000,ST
00420078,2000,,0,0,0,0,F,40.0,206,206.0,Z012,Z1,0,0,1,,3000,3000.0,5300217762.0,0.0,1,21,10101000,ST
00385477,2000,,0,0,0,0,F,40.0,206,206.0,Z012,Z1,0,0,100,,3000,3000.0,5300214479.0,0.0,1,35,120000000,ST
00370413,701806,,0,0,0,0,F,,208,208.0,Z011,V4,0,0,1,E98,2000,,5300386973.0,0.0,2,14,140100000,ST
30133105,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300269625.0,0.0,1,999,0,ST
21273012,715408,,0,0,0,0,F,,223,223.0,Z004,TB,40,324742,1,,2000,,5300436399.0,0.0,1,56,010305000,ST
34689100,715408,4600012547.0,10,56,0,0,F,40.0,223,223.0,Z004,TB,0,0,1,,3000,,5300436331.0,0.0,1,56,10403000,ST
60057995,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300498601.0,0.0,1,70,010102000,ST
35150710,709641,,0,0,0,0,F,,215,215.0,Z001,Y4,0,0,100,E13,2100,,5300168433.0,0.0,1,49,100100000,ST
04104023,701112,,0,0,0,0,F,,272,272.0,Z012,Z1,10,26638,1,,3000,,5300125198.0,0.0,1,14,140100000,ST
04007041,706899,,0,0,0,0,F,,998,998.0,Z001,Z1,0,0,1,,2100,,5300156344.0,0.0,1,28,070000000,ST
34337600,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300278688.0,0.0,1,42,010401000,ST
00360689,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2100,,5300185295.0,0.0,1,21,140100000,ST
27030900,706325,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2100,,5300087668.0,0.0,1,42,010401000,ST
33010106,706671,,0,0,0,0,F,,233,233.0,Z001,Y4,0,0,1,E13,2700,,5300369569.0,0.0,1,42,010301000,ST
60097685,704926,,0,0,0,0,F,,223,223.0,Z008,Z1,0,0,1,,2000,,5300501010.0,0.0,1,56,10401000,ST
30134001,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300269651.0,0.0,1,999,10102000,ST
60050895,710178,,0,0,0,0,F,,714,714.0,Z001,Y5,0,0,1,E13,2000,,5300418493.0,0.0,1,56,070200000,ST
23695003,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z7,200,2027,100,,3000,3000.0,5300197976.0,0.0,1,28,010102000,ST
00131169,703334,,0,0,0,0,F,,203,203.0,Z010,Y5,620,2881912,1,E14,2000,,5300171039.0,0.0,1,210,070200000,ST
60017943,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300374002.0,0.0,1,29,00,ST
60096731,700230,,0,0,0,0,F,30.0,219,219.0,Z001,Z1,1660,277386,1,,2000,,5300502961.0,3.0,1,70,100202000,ST
00110117,701004,,0,0,0,0,F,,203,203.0,Z002,Z2,0,0,1,,2000,,5300094127.0,0.0,1,63,070600000,ST
60077677,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300462342.0,0.0,1,20,010102000,ST
24214201,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300066143.0,0.0,1,3,010304000,ST
00100504,700222,,0,0,0,0,F,,208,208.0,Z011,Y9,0,0,100,E11,2100,,5300085654.0,0.0,1,21,070300000,ST
00330377,700813,,0,0,0,0,F,,233,233.0,Z011,V9,120,74707,1,E21,3000,,5300448993.0,0.0,1,112,110400000,ST
00180048,701256,,0,0,0,0,F,,215,215.0,Z002,Y3,0,0,1000,E13,2000,,5300017606.0,0.0,1,42,100300000,MM
60036544,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300388946.0,0.0,1,70,010401000,ST
60046762,2000,,0,0,0,0,F,40.0,215,215.0,Z012,Z1,0,0,1,,3000,3000.0,5300416011.0,0.0,1,84,80100000,ST
28142601,701528,,0,0,0,0,F,,233,233.0,Z011,Y4,100,1872,1,E14,2000,,5300092807.0,0.0,1,84,060100000,ST
00341371,706186,,0,0,0,0,F,,215,215.0,Z001,Z7,0,0,100,,2000,,5300092875.0,0.0,1,28,080600000,ST
24018939,711636,,0,0,0,0,F,,211,211.0,Z001,Z1,0,0,1,,2100,,5300187765.0,0.0,1,42,010502000,ST
24952420,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300354014.0,0.0,1,999,10102000,ST
28111106,2100,,0,0,0,0,F,41.0,221,221.0,Z001,Z7,0,0,1,,2000,3000.0,5300198783.0,0.0,2,3,010502000,ST
23876322,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,100,E19,2100,,5300173291.0,0.0,1,999,010102000,ST
60070155,700000,,0,0,0,0,F,,728,728.0,Z010,Y3,0,0,100,E11,2000,,5300448148.0,0.0,1,42,10102000,ST
60033495,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z1,0,0,1,,3000,3000.0,5300384453.0,0.0,1,999,00,ST
24727801,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Y9,0,0,1,E12,3000,3000.0,5300252332.0,0.0,1,42,10102000,ST
95090447,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300045507.0,0.0,1,42,010401000,ST
24635100UB,2000,,0,0,0,0,F,40.0,213,213.0,Z012,TB,0,0,1,,3000,3000.0,5300250577.0,0.0,1,42,10401000,ST
04001614,707779,,0,0,0,0,F,,206,206.0,Z001,Z2,0,0,100,,2100,,5300124136.0,0.0,1,21,140400000,ST
00210452,703003,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300003897.0,0.0,1,28,130404000,ST
60058803,702225,,0,0,0,0,F,,232,232.0,Z008,Z2,0,0,1,,2100,,5300459198.0,0.0,1,56,10401000,ST
00385608,708008,,0,0,0,0,F,,703,703.0,Z008,Y2,0,0,1,E11,2100,,5300126929.0,0.0,1,14,120000000,ST
21301100UB,704926,,0,0,0,0,F,30.0,223,223.0,Z008,Z3,0,0,1,,2000,,5300140134.0,3.0,1,42,10403000,ST
60035372,701710,5500008615.0,10,14,14,70,F,,731,731.0,Z008,Y5,3610,101080,1,E14,2000,,5300416306.0,3.0,1,14,550100000,ST
00100871,706611,,0,0,0,0,F,,708,708.0,Z011,Y6,230,8257,100,E14,2100,,5300151771.0,0.0,1,42,070300000,ST
60073392,2000,,0,0,0,0,F,40.0,231,231.0,Z001,Z1,120,4787,100,,2100,3000.0,5300453098.0,0.0,1,2,100202000,ST
23020800UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,TB,0,0,1,,3000,3000.0,5300229072.0,0.0,1,999,10403000,ST
23315037,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,100,,2000,,5300025777.0,0.0,1,28,010102000,ST
36980129,700222,,0,0,0,0,F,,272,272.0,Z012,Y5,20,1554,1,E11,3000,,5300141525.0,0.0,1,14,070400000,ST
00130419,700699,,0,0,0,0,F,,203,203.0,Z001,Y9,0,0,1,E13,2100,,5300065393.0,0.0,1,140,070200000,ST
34830902UB,700000,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,1,E13,2100,,5300152608.0,0.0,1,28,10102000,ST
00150145,700585,,0,0,0,0,F,,203,203.0,Z010,Y5,0,0,1,E14,2000,,5300082747.0,0.0,1,35,130401000,ST
60119712,708008,,0,0,0,0,F,,206,206.0,Z001,Z7,1000,7877,100,,2000,,5300543621.0,0.0,1,30,520200000,ST
80440511,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,0,0,100,E11,3000,3000.0,5300295382.0,0.0,1,999,520100000,ST
04002316,702259,,0,0,0,0,F,,272,272.0,Z012,Y4,0,0,1,E11,3000,,5300106493.0,0.0,1,63,090300000,ST
01565414,2000,,0,0,0,0,F,40.0,706,706.0,,EX,0,0,100,,2100,2100.0,5300223727.0,0.0,2,3,550100000,ST
24018947,711636,,0,0,0,0,F,,211,211.0,Z001,Z1,0,0,1,,2100,,5300187770.0,0.0,1,56,010502000,ST
00360555,700020,5500003321.0,10,4,4,60,F,,708,708.0,Z011,X4,2000,23133,100,E20,3000,,5300136237.0,0.0,1,4,140100000,ST
36065928,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300291499.0,0.0,1,999,10102000,ST
95184319,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,220,2072,100,E15,2100,,5300369230.0,0.0,1,42,010301000,ST
60035398,706671,,0,0,0,0,F,,219,219.0,Z001,Z1,20,542,1,,2000,,5300408104.0,0.0,1,70,060000000,ST
95154213,2000,,0,0,0,0,F,40.0,252,252.0,Z012,Z4,0,0,1,,3000,3000.0,5300308030.0,0.0,1,999,550100000,ST
00421247,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300218643.0,0.0,1,28,10103000,ST
23849805UB,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,100,E20,2000,,5300153703.0,0.0,1,35,010201000,ST
34944001UB,700000,,0,0,0,0,F,,723,723.0,Z001,V3,0,0,100,E19,2100,,5300075836.0,0.0,1,42,10102000,ST
24752402UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300253402.0,0.0,1,999,10102000,ST
60062991,715646,,0,0,0,0,F,,728,728.0,Z010,Y3,0,0,100,E11,2000,,5300470210.0,0.0,1,28,10102000,ST
00340795,700303,,0,0,0,0,F,,215,215.0,Z001,Z1,0,0,1,,2100,,5300011477.0,0.0,1,7,080100000,ST
04002366,701806,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,2100,,5300173872.0,0.0,1,14,140400000,ST
23661507,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300236089.0,0.0,1,25,10301000,ST
04000020,701870,,0,0,0,0,F,,215,215.0,Z001,Y3,0,0,1,E11,2100,,5300105460.0,0.0,1,42,080400000,ST
60105069,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,310,119474,1,,3000,3000.0,5300529810.0,0.0,1,10,00,ST
00381151,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y5,0,0,100,E11,3000,3000.0,5300214120.0,0.0,1,14,120000000,ST
