Material number,Supplier,Contract,Contract Position,Fulfillment time,Fixed contract 1,Fixed contract 2,Procurement type,Special procurement type,Dispatcher,Buyer,Purchasing group,Purchasing lot size,Total quantity,Total value,Price unit,Calendar,Plant,Plant information record,Information record number,Information record type,Plant processing time,Material master time,Product group,Base unit,Fulfillment time_z_score,Fulfillment time_outlier,Fixed contract 1_z_score,Fixed contract 1_outlier,Fixed contract 2_z_score,Fixed contract 2_outlier,Total quantity_z_score,Total quantity_outlier,Total value_z_score,Total value_outlier,Price unit_z_score,Price unit_outlier,Plant processing time_z_score,Plant processing time_outlier,Material master time_z_score,Material master time_outlier,anomaly_label,xgb_anomaly
95195529,2000,,0,,,,F,40.0,215,215.0,Z001,Z2,,,100,,3000,3000.0,5300314529.0,0.0,1,35,100202000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.1563183036441594,0,0,0
60034791,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,100,,3000,3000.0,5300386497.0,0.0,1,42,70400000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
60034823,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,100,,3000,3000.0,5300386498.0,0.0,1,42,70400000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
36980275,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300410218.0,0.0,1,42,70400000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
36980315,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300450063.0,0.0,1,14,70400000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.3792056187261358,0,0,0
60012851,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,100,,3000,3000.0,5300504044.0,0.0,1,140,140300000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.9581182717657222,0,0,0
34369802,2000,,0,,,,F,40.0,206,206.0,Z001,Y2,,,1,E12,3000,3000.0,5300354206.0,0.0,1,21,530300000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.30490984703214363,0,0,0
34548200,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300281410.0,0.0,1,42,70000000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
34548300,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300281411.0,0.0,1,42,70000000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
34548400,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300281412.0,0.0,1,42,70000000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
34548500,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300281413.0,0.0,1,42,70000000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
34929500,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300286012.0,0.0,1,42,70000000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
34949500,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300286238.0,0.0,1,42,70000000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
34949600,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300286239.0,0.0,1,42,70000000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
28023000,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300261449.0,0.0,1,104,130200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.5760257316251914,0,0,0
23010500,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300228922.0,0.0,1,104,130200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.5760257316251914,0,0,0
23251700,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300231759.0,0.0,1,56,130200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.06656901143781692,0,0,0
00370631,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,100,,3000,3000.0,5300213153.0,0.0,1,70,140700000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.21516055482580115,0,0,0
00390136,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300214991.0,0.0,1,28,540000000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.23061407533815154,0,0,0
00393778,2000,,0,,,,F,40.0,206,206.0,Z001,Y9,,,1,E12,3000,3000.0,5300353682.0,0.0,1,21,530300000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.30490984703214363,0,0,0
00347020,2000,,0,,,,F,40.0,215,215.0,Z001,Z2,,,1,,3000,3000.0,5300471080.0,0.0,1,84,80100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.36375209821378535,0,0,0
00347792,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,100,,3000,3000.0,5300211760.0,0.0,1,112,100202000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.6609351849897538,0,0,0
00350028,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300211920.0,0.0,1,56,140200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.06656901143781692,0,0,0
00120904,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300383698.0,0.0,1,42,70400000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
00121803,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,100,,3000,3000.0,5300377975.0,0.0,1,42,70400000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
00121815,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,100,,3000,3000.0,5300202642.0,0.0,1,42,70400000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.08202253195016732,0,0,0
00140043,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,100,,3000,3000.0,5300203367.0,0.0,1,13,140400000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3898193003967061,0,0,0
00230169,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,100,,3000,3000.0,5300160085.0,0.0,1,14,140300000,ST,,0,,0,,0,,0,,0,0.9097002434752389,0,,0,0.3792056187261358,0,0,0
00240288,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300205418.0,0.0,1,210,90100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,1.7010759887056432,0,0,0
60107665,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,1,E11,3000,3000.0,5300532708.0,0.0,1,112,70800000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.6609351849897538,0,0,0
60107671,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,1,E11,3000,3000.0,5300527849.0,0.0,1,112,70800000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.6609351849897538,0,0,0
90230254,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300092.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230258,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300096.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230264,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300102.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230269,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300107.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230272,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300110.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230276,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300114.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230279,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300117.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230283,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300121.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230286,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300124.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230287,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300125.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230293,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300131.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230296,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300134.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230299,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300137.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230300,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300138.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230304,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300142.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230307,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300145.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230311,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300149.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230315,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300153.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230318,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300156.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230322,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300160.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230326,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300164.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230329,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300167.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230330,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300168.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230334,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300172.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230337,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300175.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230350,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300188.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230354,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300192.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230357,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300195.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230360,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300198.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230364,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300202.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230367,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300205.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230371,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300209.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230375,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300213.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230379,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300217.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230383,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300221.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230388,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300226.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230389,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300227.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230390,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300228.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230391,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300229.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230396,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300234.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230397,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300235.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230401,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300239.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230413,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300251.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230416,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300254.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230417,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300255.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230420,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300258.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230425,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300263.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
90230426,2000,,0,,,,F,40.0,206,206.0,Z012,Y4,,,1,E11,3000,3000.0,5300300264.0,0.0,1,30,520200000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.20938671199701092,0,0,0
95196224,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300314577.0,0.0,1,42,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.08202253195016732,0,0,0
95090316,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300302359.0,0.0,1,365,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,3.34619664764404,1,1,1
31000800,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300270009.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
31000900,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300270010.0,0.0,1,365,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,3.34619664764404,1,1,1
31001200,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300270012.0,0.0,1,91,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.4380478699077775,0,0,0
31005000,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,1,,3000,3000.0,5300270017.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.3792056187261358,0,0,0
31046300,2000,,0,,,,F,40.0,252,252.0,Z012,Z4,,,1,,3000,3000.0,5300270379.0,0.0,1,7,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4535013904201279,0,0,0
31057400,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300270570.0,0.0,1,7,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.4535013904201279,0,0,0
31067400,2000,,0,,,,F,40.0,252,252.0,Z012,Z4,,,1,,3000,3000.0,5300270703.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
32304300,2000,,0,,,,F,40.0,252,252.0,Z012,Z4,,,1,,3000,3000.0,5300273294.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
32304700,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300273318.0,0.0,1,365,0,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
32305300,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300273326.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
32305700,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300273335.0,0.0,1,10,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.42166034540841696,0,0,0
32306100,2000,,0,,,,F,40.0,252,252.0,Z012,Z4,,,1,,3000,3000.0,5300273342.0,0.0,1,365,550100000,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,3.34619664764404,1,1,1
33004200,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,1,,3000,3000.0,5300273404.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.3792056187261358,0,0,0
34002400,2000,,0,,,,F,40.0,996,999.0,Z012,EX,,,0,,3000,3000.0,5300276589.0,0.0,1,19,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.32613721037328425,0,0,0
34002500,2000,,0,,,,F,40.0,996,999.0,Z012,EX,,,0,,3000,3000.0,5300276590.0,0.0,1,19,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.32613721037328425,0,0,0
34002600,2000,,0,,,,F,40.0,996,999.0,Z012,EX,,,0,,3000,3000.0,5300276591.0,0.0,1,70,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.21516055482580115,0,0,0
34002700,2000,,0,,,,F,40.0,996,999.0,Z012,EX,,,0,,3000,3000.0,5300276592.0,0.0,1,19,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.32613721037328425,0,0,0
34003600,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,0,,3000,3000.0,5300276593.0,0.0,1,365,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,3.34619664764404,1,1,1
34004600,2000,,0,,,,F,40.0,996,999.0,Z012,EX,,,0,,3000,3000.0,5300276596.0,0.0,1,19,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.32613721037328425,0,0,0
34005400,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,1,,3000,3000.0,5300276599.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.801952563732619,0,,0,0.3792056187261358,0,0,0
34005700,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276601.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
34005800,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276602.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
34006300,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276603.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
34006400,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276604.0,0.0,1,91,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.4380478699077775,0,0,0
34006401,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276605.0,0.0,1,365,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,3.34619664764404,1,1,1
34006700,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276609.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
34006800,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276610.0,0.0,1,91,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.4380478699077775,0,0,0
34007000,2000,,0,,,,F,40.0,996,999.0,Z012,EX,,,0,,3000,3000.0,5300276611.0,0.0,1,91,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.4380478699077775,0,0,0
34007100,2000,,0,,,,F,40.0,996,999.0,Z012,EX,,,0,,3000,3000.0,5300276612.0,0.0,1,91,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.4380478699077775,0,0,0
34007200,2000,,0,,,,F,40.0,996,999.0,Z012,EX,,,0,,3000,3000.0,5300276613.0,0.0,1,91,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.4380478699077775,0,0,0
34007300,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276614.0,0.0,1,91,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.4380478699077775,0,0,0
34007401,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276615.0,0.0,1,365,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,3.34619664764404,1,1,1
34007500,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276616.0,0.0,1,91,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.4380478699077775,0,0,0
34007600,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276617.0,0.0,1,14,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.3792056187261358,0,0,0
34007700,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276618.0,0.0,1,365,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,3.34619664764404,1,1,1
34007800,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276619.0,0.0,1,91,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.4380478699077775,0,0,0
34008000,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276622.0,0.0,1,91,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.4380478699077775,0,0,0
34008100,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276623.0,0.0,1,91,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.4380478699077775,0,0,0
34008200,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276624.0,0.0,1,91,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,0.4380478699077775,0,0,0
34009300,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276629.0,0.0,1,365,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,3.34619664764404,1,1,1
34009400,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276630.0,0.0,1,365,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,3.34619664764404,1,1,1
34009500,2000,,0,,,,F,40.0,996,998.0,Z012,EX,,,0,,3000,3000.0,5300276631.0,0.0,1,365,42,ST,,0,,0,,0,,0,,0,0.819241986027648,0,,0,3.34619664764404,1,1,1
